$movie_id$movie_title$comment_user$comment_time$comment_vote$comment_text
0$26654146$解忧杂货店$风扇$2017-12-29 22:30:04$553$"为什么豆瓣才5点几分，很好看啊
306$26654146$解忧杂货店$夏灼华$2017-12-30 23:36:31$23$我想让那些黑子们好好看看这部电影，它不值五星却也绝对不只一星两星
307$26654146$解忧杂货店$兔兔$2018-07-31 14:39:14$16$很温情的一部电影，改编得本土化还蛮成功的，93年的背景设定，感觉我们90后会蛮有共鸣，电影主题曲好好听，王俊凯演的小波很好
308$26654146$解忧杂货店$NatureLB$2018-01-31 13:35:23$4$跟东野圭吾不一样，这帮人显然假装不知道中国发生过什么，于是把好好的温情脑洞，拍成了毫无亮点的行活。另外王俊凯…面无表情不是问题，北野武生理性面瘫都不要紧，问题是没有表情可以通过语气语调行为动作表达情感而不是演成木头人啊，在北电好好上台词课吧……
309$26654146$解忧杂货店$极圈里的燕鱼$2017-12-30 22:56:15$9$机位太刻意，构图太混乱，打光太跳脱，想遵从原著又想创新，结果弄得神形皆失。
310$26654146$解忧杂货店$hsupernova$2017-12-30 07:20:05$29$一星给陈都灵演的歌女 陈都灵这种不完美的好看让人看了又看 没想到声音这么成熟
311$26654146$解忧杂货店$狗富贵$2018-01-07 14:09:09$8$矫揉造作，书好看电影不行。
312$26654146$解忧杂货店$野野$2017-12-30 15:46:10$10$漫改大好的今年，小说改编依然水深火热。看到了本土化的诚意（东野圭吾一条过的理由），但整体太平庸，贩卖单薄的鸡汤情怀，为了抒情而抒情，还浪费了郝蕾秦昊这样天赋的演员，李鸿其的装扮也惊人地丑，岂可修！这个锅90年代不背。。
313$26654146$解忧杂货店$小斑$2018-03-19 22:47:08$6$冗杂，造作。小朋友翻起白眼来，很适合去演恐怖片。
314$26654146$解忧杂货店$fonne$2018-01-25 20:32:44$0$感觉成龙刘德华这样的都喜欢奇幻动画风。因为几个喜剧演员让这个片子又多了好几分笑出戏的感觉。做了几年法律咨询工作，同样感觉当事人虽然不是专业的，但是更在意自己的事情，会比我预料的更加努力思考，也会更有推动力的解决自己的问题，不罢休，不放弃，往往出人意料的专业，最后做得很好。
315$26654146$解忧杂货店$梦飞扬$2018-02-04 18:25:02$8$这破电影搞的什么逻辑，有这样剪接的吗，搞的完全没有联系了，还有掏粪男孩的演技真的不敢恭维，尴尬，还有中间那个破小孩，老子要是遇见他绝逼抽死他
316$26654146$解忧杂货店$一小片$2018-02-05 09:16:38$0$有些设计还挺巧妙的，但是国产的温情总感觉不是火候不到位，就是容易滥情
317$26654146$解忧杂货店$huyouyou$2018-02-12 09:09:08$0$怎么感觉和我看的书不是一回事，不过好歹也看完了。#20180212
318$26654146$解忧杂货店$赵先生的臭皮皮$2018-08-22 11:29:55$1$"演员演技还行，造型减分
莫名其妙的是导演讲故事的功底不行，明明小说中是有一条线把这些单元故事串联起来的，电影中却感受不到，太散了
陈都灵好评，清纯挂演的舞女还可以"
319$26654146$解忧杂货店$纤纤$2018-01-27 21:25:52$6$一个个故事穿起，叙述的并不通顺，人物有些单薄，演员表现一般。
320$26654146$解忧杂货店$JoJoLa$2018-01-02 11:28:11$0$也不是不能看，就是啥都没味道。也不能说没故事，就是故事就像搬原文一样走了一遍流程。也不能说没有本土化，但都是一些没什么意义的符号。也不能说演员不走心，都找不出来主演是谁。也不是郝蕾不漂亮，但是陈都灵变成郝蕾真是挺恐怖的，就整个人换了个形状，不是说身材的那种形状，就是整个人的形状，这怎么可能是同一个人，不能找俩接近的演员嘛，或者就一个人演不就行了，又不是从小时候开始演，跨度也没有大到需要两个演员来诠释啊。
321$26654146$解忧杂货店$蜉蝣渡海$2018-01-05 09:12:47$0$"前年看过原著，最感动的是故事一层一层引出最初的故事解密。老爷爷用自己的方式守护老奶奶和老奶奶的孤儿院。""守护""文化在日本作品里经常见到，算是日本的一种特色，嫁接过来，多少还是有些水土不服的。这个改编，年代感和演员演技还是差了点。"
322$26654146$解忧杂货店$望潮$2017-12-30 21:11:42$4$本来就是一个特别不适合影视化的文本，并没有找到突破的方式，结构零散且不易理解和代入，没有被暖到。
323$26654146$解忧杂货店$尘飞扬$2019-01-18 09:43:34$4$不是会写字就能当人生导师，也并非有人气就可以做演员。解忧杂货店外壳之成功人士忆苦思甜。
324$26654146$解忧杂货店$此A无码$2018-01-04 23:42:37$2$难道是因为我看过原著了？所以没有觉得什么逻辑问题？所谓的三大流量主演，基本没怎么出现，其余演技派大卡对飙演技，还是不错的啊。
325$26654146$解忧杂货店$打倒小怪兽$2018-01-03 13:00:38$29$这个拍的还不如日版的，能拍成这样也很服了。三星是看在小凯的面子上
326$26654146$解忧杂货店$味噌餃子$2017-12-30 23:33:15$12$这基本和东野奎吾已经没啥子关系了。能把这么有灵气的小说拍成这样也是有点厉害。王俊凯镜头又少再减一颗星。
327$26654146$解忧杂货店$龙皇$2018-02-05 22:24:24$0$冲着几位腕和正能量的主题，勉强打个3星吧。情节生涩，有点乱，绕了一圈又回来了，人物表情生硬，装酷。一家三口一起看的，中途跑了一人，说要去睡觉了。
328$26654146$解忧杂货店$g1823$2020-03-10 22:35:15$0$原来流量没什么戏份，这样也不错，让大家有机会关注一些其他演员
329$26654146$解忧杂货店$秋天的童话$2018-02-12 00:23:03$5$看了感觉挺好的，最起码宣扬了正确的人生观，人要善良，要为别人、为社会做点事，感觉不错
330$26654146$解忧杂货店$Davidstern$2017-12-29 17:12:13$34$东野圭吾的《解忧杂货店》本身写的就很一般，但是这剧本改得不一般，编剧更不一般！真尼玛后悔进场前喝了杯咖啡（手动微笑脸）
331$26654146$解忧杂货店$关你什么西红柿$2018-02-18 06:07:52$6$董子健丑但是还算演技自然，王俊凯木但至少和一堆丑的人里面比起来稍微有一点颜，至于迪丽热巴像个男人为何如此丑，各个配角也丑了…这个电影真的是…拍的平淡无奇甚至连合格的鸡汤都算不上…顺便我不能忍受角色名…一星给几个故事努力串联再一星给我浪费在这电影上面的时间…
332$26654146$解忧杂货店$你一定撩不动我$2018-03-21 10:20:54$2$【谷阿莫】片头谷阿莫说的很好啊，不应该努力赚钱把房子买回来，而是去自杀，最后去别人家搞破坏吗？对方有什么错啊？三观快歪了……不过这部电影把原著改编了改了好多好多啊………………https://www.bilibili.com/video/av19272822
333$26654146$解忧杂货店$打工人(毒瘤版)$2018-06-05 19:26:52$16$给东野圭吾点一颗蜡，好好的原著改成了这样
334$26654146$解忧杂货店$苏彦明$2018-02-23 13:10:30$1$你还别说，这电影真适合午饭后用来消遣，尽管与原著故事差的十万八千里，但改编汉化得还算过得去，圆过来了。几个年轻演员好像也没有太烂，只能说一般烂，反正这三个人并非整部戏的焦点。片子更像一碗过期鸡汤吧，有些零碎到没有结尾的样子。
335$26654146$解忧杂货店$梁臻頤$2018-02-01 13:02:52$1$前面看得乱七八糟的，后面感觉把很多东西串联起来，未看过小说的我感觉其实还算不错的。3.5吧。“炸药”演技厉害啊，从缝纫机到这里，判若两人。
336$26654146$解忧杂货店$白衣卿相$2018-02-01 12:52:47$7$每当看到这本书的销售数字，我的眼角就有翔划过。至于电影，大概展示了某些人这本书之所以卖得好的内核。
337$26654146$解忧杂货店$Der Vorname$2018-01-27 00:11:40$8$烂透。投机派的投资方让能力不足的导演只拍了个大概，把精髓全部省略，破碎后的剧情牵强到令人发指。一众青年演员就像是安插的关系户，长相狰狞且演技一个比一个呆板！兜底的成龙郝蕾秦昊总算为片子挽回了一点面子。粗制滥造的改编让本就水土不服的作品变成了糟粕，不仅毫无温情，基本的故事性都全无。
338$26654146$解忧杂货店$外噻$2017-12-31 20:44:24$2$解忧杂货铺今天看刚刚好，说的就是2017年12月31号发生的事情
339$26654146$解忧杂货店$ReMinD$2018-03-14 20:57:23$4$感觉有没有三个人故事都能进行下去 强行鸡汤的网络小电影合集而已 第一第三个故事毫无亮点 第二个稍微好些但是大幅度描写MJ最后发现也不是那么有用 (喜欢MJ然后当了画家？黑人问号脸) 没看过原著但是可以想象应该不是很好的改编。
340$26654146$解忧杂货店$啊么吸溜$2018-02-04 12:08:52$4$故事讲得支离破碎……还有你们是集体得罪了造型师吗……
341$26654146$解忧杂货店$Lynchman$2017-12-24 17:36:32$24$韩杰曾经质朴而独道的现实魔幻触角被巨型IP及商业负担所磨平，全片在混乱视点及失调比例中艰难地苟且着叙尴尬本土化之事的任务，反而在商业卖点及作者特质上都未能讨巧。解忧的载体究竟是杂货店还是孤儿院都显得不再重要，在虚浮的意向中一切都只是深夜食堂般的空中楼阁。
342$26654146$解忧杂货店$哈密瓜$2017-12-29 23:22:59$6$"虽然是很鸡汤的故事……虽然有很多尴尬的地方，但是觉得并不是某种意义上的烂片……
“每个带着烦恼来的人其实心中已经有了答案，咨询信只是在鼓励一颗已有答案的心罢了”，要寻求烦恼的解脱，其实最后还是靠自己，这大概也是这部电影想说的。
李鸿其李梦董子健成龙陈都灵演的还可以，其他人真的敷衍"
343$26654146$解忧杂货店$III🌙$2017-12-30 21:31:04$13$似乎知道为什么董子健有自信“演而优则导”了，全片只有这一个角色是正常的。特效廉价就不说了，服化道都这么一言难尽。
344$26654146$解忧杂货店$LizL$2018-01-04 20:40:48$5$我弟弟，可能是，这个世界上最温暖的弟弟...不知道自己以前为什么那么傻老想要哥哥...如果我给20年前的自己写信，可能会说宝宝你不要动不动就手撕弟弟，长大以后你会知道你们能是家人有多幸运...他让你觉得快乐，不感到孤单。你们会有一样的爱好，他会在一段特别的日子里陪在你身边。
345$26654146$解忧杂货店$宋运辉（升官中$2017-12-29 10:14:06$36$本来以为王俊凯会是尬点，没想到竟然演的还可以，也没有被其他演员甩下去，不错啊
346$26654146$解忧杂货店$cenxuan$2017-12-31 12:58:50$4$"还行吧  慢慢讲了几个相关又不相关的故事。。。
董子健是现在年轻演员里面挺不错的。。。
成龙的文戏啊  再次打动到我了。。。
第二个故事里  那个演小杰克逊的小演员选的不错  演的很棒！"
347$26654146$解忧杂货店$自画像$2019-03-30 15:58:18$4$"没有看过原著。但是这是解忧么？这是油厚一厘米的鸡汤吖。。。第一个故事 突然主角就死了。。。第二个故事突然主角就成艺术家了。。。第三个故事突然主角就成大老板了。。还有海报上的三个主演，那是主演么？那是读剧本的人吧。。第一个故事的张维维，咋别人都跑出来了就你出不来。第二个故事的爸爸真的确定他妈妈死了么？你们咋不远走高飞呢？反正债主也死了。第三个故事的女强人，让你学习你才学习，之前干嘛去了。突然就上大学了？？三个主角磨磨唧唧到最后。。怎么没有一点犯罪了的感觉呢？还有那个女老板，家里没点防范措施啥的？？
最后，那个孤儿院我也是醉了。。"
348$26654146$解忧杂货店$Jafe$2017-12-24 18:56:54$40$原著党表示伤不起，今天看了点映感觉很失望。4个小故事，除了音乐人那个稍好一点，其他都太刻意了，硬伤不少，三个少年感觉就突出了董子健一个。演技就没什么好说的了，都是戏还没到就准备要演出来那种刻意感，还是太年轻了。简而言之，就是看见原著被推销得好就买下版权来圈钱的电影。
349$26654146$解忧杂货店$月牙儿$2019-04-07 13:59:38$0$感觉豆瓣对这个片打分偏低，不知道是不是被王俊凯等流量给拖累了。虽然三个主演除了董子健有点演技（但在片中演的也有点略夸张）外，王和迪真的很平淡很不主演。秦昊那个故事的确改的一般，完成度最差最莫名其妙。总体来说整片完成度还行，也看的明白。成龙倒意外发挥不错，挺适合的。
350$26654146$解忧杂货店$三字司马$2020-08-14 16:01:40$39$说实在的，王俊凯这张卤蛋脸不适合大荧幕，还是乖乖回去当太子爷吧
351$26654146$解忧杂货店$麋鹿$2018-01-28 19:00:00$7$不要那么严苛嘛，无论是书还是电影，只要能够给你带来思考和温暖，就算是一部好作品。
352$26654146$解忧杂货店$河狸$2018-02-01 09:22:44$0$九位编剧都捋不出一条清晰的时间线，讲不明白一个故事，还留下了一堆bug。
353$26654146$解忧杂货店$尔安宋🌈$2018-01-28 12:12:43$4$就像一杯商城买的奶茶，甜甜腻腻，包装标签很多，没什么营养，还发胖。日本小说还是不要翻拍了，各种假。韩杰这几年是经历了很多打击吧才会妥协拍这种电影
354$26654146$解忧杂货店$江未$2021-08-09 02:14:10$1$哦标记错了，我说迪丽热巴这个造型工作室都能忍吗？董子健全程像个疯批，感觉得出来制片方很想红、但根本没get到温暖的内含（也并没有兴趣了解）
355$26654146$解忧杂货店$Mamacita117$2018-03-20 11:33:18$7$这个片子所有演员都带着一股“我操，我看过这本小说”的感觉在演戏。本来就生怕那些具有独立和作者精神的导演有一天碰到巨大资本难以自持，果然韩杰导演就在这个片子里完美诠释了一个豪杰是怎么在金钱面前屈膝投降，谄媚殷勤的。
356$26654146$解忧杂货店$su27根本就没有$2018-04-08 21:53:53$5$故事改得不好，剧情松散，情感干瘪。想搞个超现实和怀旧混合的中式奇幻风，但实际上得到的是虚伪做作。堆砌再多的时代符号也没用，没人喜欢假大空。
357$26654146$解忧杂货店$DTT$2018-01-04 20:35:42$9$这一颗星是给李健的，电影是负分
358$26654146$解忧杂货店$Pluto$2017-12-24 17:07:09$54$本土移植还是有点尴尬，披头士改迈克尔杰克逊算是呼应时代，东野原著里那些精巧勾连的小细节在电影中都消失了，只剩故事的框架。2017大陆影院看的最后一部电影，有温暖感动，但更多的是遗憾，就像这一年的华语影坛一样。
359$26654146$解忧杂货店$重光$2018-04-21 11:45:27$6$也不是说日版有多好，但一旦有国货衬起来，立马高大上了。仨主演比low不够，几段的主演争相竞low，成龙殿后就显得顺理成章了。技术面更是一塌糊涂，主题、价值观啥的不要讲了，反映了中国娱乐圈的一贯水准，不如我回放一遍小兵张嘎。
360$26654146$解忧杂货店$purelan$2018-02-06 14:17:08$0$三年前看的原著，老实讲快要忘记内容了，看电影得以慢慢找回记忆。其实改编得挺合理的，符合本土实情。故事串联得也不错，也因为原著本身故事结构就很赞吧。虽然挺多人呸，但还是觉得有被感动到。成龙大哥真的老了，陈都灵有突破啊，还有一位长得很像张若昀的演员，印象深刻的就这些了。
361$26654146$解忧杂货店$祸害~活千年$2018-01-26 08:59:22$2$第一次看到有把穿越鬼片拍的这么励志，这么感人的。不要去考虑原著怎么样，小说可以写百万字，但是电影只能拍90分钟。我认为电影不错，把整个故事讲的很完整，三个主演侧重不明显，董子健相对好一些吧。
362$26654146$解忧杂货店$lovecy$2018-09-09 22:45:58$6$对我来说一部好的电影是能够触碰到我的点的，而解忧里面的亲情爱情都让人在心底感到了温暖，有些感谢生活，让我活在充满爱的世界里！
363$26654146$解忧杂货店$豆战圣佛$2019-11-06 13:16:05$3$私认为，东野的书适合改编为电影的不多，《解忧杂货店》算是不适合的一员。过去和未来的多个人物通过孤儿院和杂货店交织在一起，一个个角色身上发生的温情故事本就只适合文字的涓涓细流，电影的叙事很难将如此丰富繁杂的感情在较短的篇幅里展现到极致。这次国版的改编电影在尽量本土化的程度上真正诠释了什么叫“照本宣科”。原书中的故事给人一种走了一圈回到原点才发现原来整个故事是一个完整的圆的感觉。而电影中各个桥段之间的割裂感很严重，并没有自洽地把故事线捋完整。照念鸡汤也很难勾起观众的情感共鸣，甚至达到了令人烦厌的反作用。最终只给人一种“啊，终于结束了。”的感觉。
364$26654146$解忧杂货店$路西法尔$2018-02-02 02:06:51$5$何以解忧，答：中国梦！喷了
365$26654146$解忧杂货店$超赛博废物桃子$2017-12-25 09:35:13$21$看点映时一直打瞌睡，书中一章节一悬念，并与前面神呼应，可电影给不了我这感觉，还觉得转得生硬。特别是老爷爷收到未来来信以及回复最后一封空白信应该是整片升华点，却被强行放在片的中间，讲的也不清楚。书本记忆总在过程中被到强行唤醒，很想知道普通观众的观后感，暂时两星，等二刷再来修改。
366$26654146$解忧杂货店$叩歌$2018-01-26 14:26:10$4$1、乱成一锅粥，流于表面的肤浅表达，内里情感几近于无；2、糟糕的表演，毫无说服力的“解忧”。
367$26654146$解忧杂货店$have gone$2017-12-31 10:36:33$21$出乎意料不是烂片哈…没看过原著，觉得电影还可以呗，但是看的时候一直很想快点结束。。。。不过8.9的价格真是加分啊！
368$26654146$解忧杂货店$大牲畜$2018-01-30 12:48:35$6$糟蹋原著系列！这里面有一个有演技的吗？服化道具充斥着违和感，我怎么不知道我国90年代的街景、人文风貌是这样的！尬演。导演对自己的作品没有半点儿要求，才会拍出这么不走心的片子！
369$26654146$解忧杂货店$wenwen$2017-12-30 13:19:56$10$我没有看过原著，但觉得这部电影的本国化做的比《妖猫传》好很多，倒是狐狸兄看出了日本轻小说的影子。我是觉得全剧在处理时间线交错方面值得肯定，只有少数一两处会短暂出现时间线混乱感，但大部分时候都能理清，这可能跟以信件作为勾连可能也有一定关系。有几处挺感动的，狐狸兄都发出了啜泣声。
370$26654146$解忧杂货店$南桥下午睡$2018-11-14 10:14:27$5$小说改编电影（脉络混乱），日本文化硬改成中国（广告式影棚搭景），各种水土不服。王俊凯明明是少年，可以有更多丰富复杂的可能性，老让他演这种傻白甜，本人也很厌倦吧。
371$26654146$解忧杂货店$豆瓣上的嗅嗅$2017-12-24 16:21:01$77$点映场，领衔流量只出现在开头和结尾，整体是部群戏。没看过原著，只谈片子的话，有看到在人物关系和事件衔接方面的努力，但依然细节粗糙，经不起琢磨。作为电影来说，看着有点廉价感。可看可不看。
372$26654146$解忧杂货店$沈一泓$2018-02-08 00:41:48$6$有段时间没有看到全片垮掉的电影了。。。故事讲的稀碎稀碎的
373$26654146$解忧杂货店$贾玲$2018-10-16 09:11:41$17$看过小说也看过电影，无论是年轻演员还是老艺术家，都给出了合格的表演，好希望现实中也有这么一个解忧杂货铺，希望大家都能没有忧愁没有烦恼。喜欢的剧，喜欢的构图，喜欢的故事，喜欢的演员。。。。还有，因为某女演员拖解忧下水的也太low了吧，本来想打四星，算了，给个五星吧，谁叫你这么惨呢，还有一星同情分
374$26654146$解忧杂货店$六条叔叔🌈$2018-01-29 19:46:31$1$堪称教科书式的失败，导演、编剧、演员、选角导演集体扑街的失败，即使塞再多老戏骨和小鲜肉也救不回的失败，打一颗星还是给所有主创分着用的失败。
375$26654146$解忧杂货店$19431818$2020-01-17 23:53:52$0$有种生拼硬凑的强烈感觉，故事讲得有些做作了并不打动人，看似百转千回前后呼应其实就是莫名其妙
376$26654146$解忧杂货店$大耳朵图图_$2018-01-01 19:20:46$1$五分吧，主要给东野圭吾的好故事
377$26654146$解忧杂货店$东北洪常秀$2018-01-30 13:29:18$4$看来现在青年演员们已经摸索出一种新的表演流派——面瘫派。
378$26654146$解忧杂货店$Dr.Ray$2018-06-27 10:40:39$5$如果在没有风格之外连故事都讲得不算精彩，本土化后也各种水土不服，感觉就没有任何拍出来的必要了。
379$26654146$解忧杂货店$Peikun$2017-12-30 21:06:10$28$剧情不错，还是对国产电影多点包容吧。抛开小鲜肉的不在线演技，还是讲了几个好故事的，虽然是接剧本的光
380$26654146$解忧杂货店$Zizi在十年前$2017-12-31 21:25:44$0$"看了评分才去的，所以抱的期望很低，结果发现也还行。王俊凯和热巴的演技真是令人捉鸡，还好三人有董子健撑着。没看过小说，但没事聊的无聊可以看，专门去看的话真的没必要。"
381$26654146$解忧杂货店$烈焰红唇龙$2018-01-01 17:27:28$3$歌不错，旁边的小孩整场叫了好多次，极其影响观感。
382$26654146$解忧杂货店$梅林$2017-12-24 17:37:28$26$虽然非常忠实原著，时代背景也改编得很接中国地气，但是没有去繁就简，小说中情节和人物的纷杂基本全被保留，可惜镜头语言无法尽显语言文学的涵盖性，导致故事叙述中的凌乱感，给没读过小说的观众造成观影困惑，要将原著里这种盘根错节的人物命运说清楚，很考验编剧功力。最遗憾晴美线拍得太无味无趣。
383$26654146$解忧杂货店$Shing Chen$2018-01-27 15:44:07$1$还没看完，实在忍不住提前上来吐槽，三个故事独立就独立呗，为啥硬要他们联系起来？联系起来就算了，为啥一定要这么刻意？那三个现代的年轻人存在的意义是不是就只有骗票房？导演或者编剧这样的功力可以说浪费了这个题材，也或者书更好，不好编成电影，没看过书表示不懂。但以电影来看，太差了。
384$26654146$解忧杂货店$饮歌$2018-01-22 04:51:21$5$各种奇怪和不对味。董子健已经快要不是我喜欢的那个董子健了，尽管他是三个主演里唯一让人看得下去的。
385$26654146$解忧杂货店$一定是那个球球$2018-01-25 08:27:54$5$很不幸的看过原版书籍，这个多故事组合的电影很难诠释书中的精髓，只是一个小故事，而且故事的讲述还支离破碎，表面上将所有线路串在一起，其实一个一个人物之间的联系却没有那么紧密，而是过的的显得刻意而为，成龙大哥一出来老给人的感觉就是演讲自己的故事
386$26654146$解忧杂货店$Penny!!Penny!!$2018-02-06 09:01:52$5$难看。完全是导演自己作的结果，手握这么好的资源，也看不出有资本的干扰，编剧这么随便的写还好意思挂上三个人的名字，镜头语言完全没有想法，对郝蕾失望到生气。虽然这片的锅不归演员，但还是要说两句，董子健真是块好料子，王俊凯真是祖师爷不赏饭吃。
387$26654146$解忧杂货店$六幺七$2017-12-31 12:09:20$14$2017年度最烂 三个故事都尴尬至极 没有一丁点感情 整个影院坐立难安 
388$26654146$解忧杂货店$咿呀咿$2017-12-29 19:43:36$11$刚看了回来，董子健承包了笑点，故事都有相关的点，王俊凯演技又提高了，承认别人优秀真的很难吗？
389$26654146$解忧杂货店$Ixtab$2018-02-21 03:20:44$0$还是喜欢日版的《重生》啊，而且日版的歌词是小芹妹妹填的，有对话的意思。
390$26654146$解忧杂货店$minoyi$2017-12-29 19:54:50$7$尬到我没话说。。全片只有小董演技在线。。忘记讲了，陈都灵在里面的舞女扮相竟然真的还不错，比平时清纯的扮相要好看的多
391$26654146$解忧杂货店$兰烬落萧萧$2017-12-31 10:46:38$15$还好哇，就正常中国电影的水平，为啥这么多人怒打一星？那你让澳门风云3情何以堪。
392$26654146$解忧杂货店$飞客流依$2018-02-24 21:26:56$0$选了小说里几个故事，倒改成了一个完整的圈，还不错。但是几个主演演技真的让人觉得略尴尬。
393$26654146$解忧杂货店$小言哥$2018-02-11 23:56:06$4$        忧是没有解，但尬是出了天际。王俊凯和迪丽热巴的粉丝足已撑起过亿票房，粉丝电影的定位还是精准，不亏钱。传递励志正能量，却又很空洞，治愈疗伤给温情，却又很做作，何以解尬，唯有不看。
394$26654146$解忧杂货店$愿今朝$2021-08-22 18:12:01$0$没有可以打动人的做作演员们，而梦想与选择之类的词汇却总是屡拍不厌的话题，但最可叹的还是那份在暴风雨里禹禹独行离家远走的勇气，说不上是理解还是惋惜了
395$26654146$解忧杂货店$pavilionting$2020-08-17 12:40:29$8$恭喜王俊凯凭此片获得金扫帚提名！！！提名即肯定！！！
396$26654146$解忧杂货店$三色堇紫$2019-08-04 14:47:20$1$毫无感觉的影片，拜托这些喜欢翻拍的电影人，能不能看清现实再去创造和模仿，不然留下来的只会是一片骂名。
397$26654146$解忧杂货店$小太阳$2018-01-05 21:00:48$4$明星可真多呀。王俊凯、迪丽热巴演技再生涩，也敌不过本该很老练的董子健全场只顾着瞎嚷嚷扮小混混的尴尬。郝蕾当然是个演技派，只是演多了精英女性难免拿腔拿调。秦昊怎么演都没有存在感，不知怎么不招我待见了。 陈都灵和李梦可真是好看。
398$26654146$解忧杂货店$八爪$2018-02-03 15:04:01$0$没看过原著，所以感觉还可以没有传说中那么差，至少国有化做的不错。不是鲜肉粉，但是董子健确实演技碾压另两位。三段式的故事和主框架乱中有序，细节也照顾到了，第一段还可以，北漂的人感触比较深。至于画家心中的MJ和靠未来信息逆袭的舞女就无趣了，很难有什么代入感。解忧？早已有答案！不是吗？
399$26654146$解忧杂货店$Risshine$2018-02-09 23:21:39$1$从来没有看过原著，如果没有任何背景地凭空冒出来这一部电影，我当然会说编剧编得挺好啊，我才不在意是从原著拆出来几集完不完整，只要在电影里能讲得圆满就好啊。几个新人偶尔会有些呆板，好在大部分时间里都只是线索人物，不影响三部子戏的表现。最后因为拍摄地是青岛，熟悉的城市，有情感加分。
400$26654146$解忧杂货店$ke$2018-01-12 23:31:00$6$东野圭吾被黑的最惨的一次
401$26654146$解忧杂货店$人间有味是清欢$2018-10-15 20:47:26$43$很温暖很治愈的一部电影
402$26654146$解忧杂货店$宅拾叁$2018-02-06 10:50:55$4$唉，还不如日版。老头怎么不让李保田演，觉着挺像。
403$26654146$解忧杂货店$艾爵$2018-01-28 00:35:59$0$这种叙事能力只能把100分的原著拍出2分的水平吧！简直恐怖
404$26654146$解忧杂货店$Seymour·X ㍿$2018-02-13 22:15:55$4$两星吧，给女神郝蕾和董子健。相比于日版电影，增加了全家逃债的故事，减少了未婚妈妈的故事，其他内容变化不大，但“迷途的小狗”章节显然拍的不如日版，太莫名其妙，太弱化，也太没有说服力，显然这不是女神的演技能救得回来的，很无奈。日本的小说，还是让日本人来拍吧。
405$26654146$解忧杂货店$Raison d'Être$2018-10-01 20:48:03$4$“我是家里唯一的儿子。”说了两遍！直接说独生子不行啊？做作的小清新
406$26654146$解忧杂货店$男娼起义$2018-01-28 19:23:00$5$能用沈庆的《青春》，只能代表导演有些年纪了。
407$26654146$解忧杂货店$AD钙$2021-12-11 21:08:08$2$"看得出影片很努力的想要将三个故事连贯起来，然而我看的还是很分裂
影片节奏也有点乱，每一个故事明明也在用心花时间去讲，然而却毫无重点
该有的铺垫不到位，高潮煽情的环节又莫名其妙草草结束，看的人很是恍惚"
408$26654146$解忧杂货店$雨女$2018-01-31 22:50:54$4$比吾先生还差 首先这部根本就不适合翻拍 因为故事背景是和日本本土经济政治环境相关 硬翻动机变薄弱 另外就是演员……我对小花小草没偏见 但确实挑不动担子 还有一些时间线 编剧功力不够拍不出时间线 容易让人觉得乱 不希望再看到翻东吾的书了 真的……很违和
409$26654146$解忧杂货店$胖三斤$2017-12-29 00:08:13$67$其实故事还原到1993年，我觉得比起我们90后，80后的感触会更多，尤其是把书里的内容本土化到中国，做得太接地气了，90年代初的崔健，迈克尔杰克逊，磁带机，bb机哈哈哈真的是充满回忆的年代感，最后那一刻当所有应该感谢的人都收到了属于自己的感谢时，真的感觉圆满。带着家人朋友去看吧，
410$26654146$解忧杂货店$咖达蓝大花锤子$2018-01-08 22:58:14$8$剧本把本来好的题材弄砸了。演员心不在焉。摄影在构图上是个灾难，大多数特写镜头，构图都太靠上了，演员的眼睛都要顶到屏幕顶部了。很难想象一个受过正规训练的导演能纵容这样的构图，这简直是电影历史上的一次灾难。
411$26654146$解忧杂货店$火原和树$2018-04-05 16:22:10$4$本身就对这种类型的片子不太感冒，故事节奏太缓慢，铺垫的部分好无趣，一点看下去的动力都没有，我的女神迪丽热巴造型太难看，所以就完全没有任何理由看完了
412$26654146$解忧杂货店$华盛顿樱桃树$2018-01-03 21:00:52$6$这戏还是没有韩寒得负分。分分钟和乘风破浪接轨。但故事真的一言难尽，我需要你教我好好学学天天向上？
413$26654146$解忧杂货店$明光暗影$2017-12-28 14:46:07$28$基本忠实于原著，截取了其中3个小故事。本土化改编处理不错，看不出是日本小说改编的。这方面比起《麻烦家族》等要好。不过，影片还是太温吞太寡淡，温情有余却打不动人。小鲜肉小鲜花们的演技，更是不敢恭维，幸好只是头尾串联，戏份并不多。成龙反而是主角之一，居然今年破天荒地主演了四部电影！
414$26654146$解忧杂货店$鱼逍遥$2019-08-18 17:22:03$2$挺让我惊喜的一部片子，看到评分很低本来不报什么希望的，没想到还挺意外觉得不错。三个流量的表现谈不上优秀但也完成的不错，不至于被这么黑吧。我还没看过原著，单从电影来看故事性很不错，也可能得益于原著的故事框架比较好，改编成了中国的故事背景也很好啊，把中国互联网飞速发展的20年结合在故事中。还是挺用心的一部电影的。
415$26654146$解忧杂货店$志大无胸$2018-01-31 11:47:46$4$其实还挺忠于原著的，原著也就那样吧，看过书再看电影更加索然无味了。P.S. 三个主人公的造型确定是2017年的吗？不是从1993年穿越来的???
416$26654146$解忧杂货店$赵敏🤤$2018-02-04 01:44:09$0$勉强打个三星，搞得是什么鬼，陈词滥调啊…… 三个主角感觉不怎么熟？董子健一个人那么用力该说好还是不好…… 
