$movie_id$movie_title$comment_user$comment_time$comment_vote$comment_text
0$35131346$隐入尘烟$马掰掰$2022-07-09 15:04:12$22216$曹贵英常有，而马有铁不常有。
301$35131346$隐入尘烟$🌵🌵$2022-07-10 00:06:43$24$三星半，1.开场饭桌、上门央求献血、邻居家看电视，几场戏先给到主角俩的小景别，在空间上强调他们与社群的对立。2.农民在城市地摊旁面对从400讲到100的大衣仍感到不可企及，剥削阶级80元精准拿捏下来并用其收买人心，第二次要求抽血遭到抗拒后只需问句“大衣合适不”，而最终大衣的钱又理所应当地抵扣到了作物的结算里。3.关于人与土地的关系，人与动物/生产工具的关系：驴首次交付到贵英手中，摄影机在屋内，我们可以看到镜中同样在进食的老四，处于屋外尴尬不知所措的贵英也是。4.举案齐眉的包办夫妻对比《摇摇晃晃的人间》就显得有些超现实了，但最后发现所有的那些（情感上的、物质上的）“建立”都不是目的，展现它们被摧毁、被量化才是，核心表达还是挺狠的，一部农村生活方式在现代化进程中被推倒被遗弃的近代史。
302$35131346$隐入尘烟$敖之$2022-08-22 00:31:11$30$贵英的死，让老四的心跟着死了；进了城，老四又死了一次，一个离开土地的农民，又怎么还能算是农民呢。外公外婆每次去县城里，楼房住不了几天，就想回去，他们受不了这种钢筋水泥的生活，没有灵气，不自在。老家县城的小区，因为国家政策而搬迁进来的农民，Zf就会强行把他们老家的房子推了，不让他们回去，可是没有一点城市生存技巧的人，他们在城里又怎么活下去呢？那些尚且有子女的还能活着，那些没有子女的，如老四一般的，跟着兄弟？或许就像大鹏的〔吉祥〕罢了。那些所谓关心农民的种种，从本质上讲，不过都是政治正确的手段罢了。毕竟，农民最好糊弄，农民也最好用。我热爱农村教给我的做人的本根，我也憎恶坐在桥头的那些人。
303$35131346$隐入尘烟$散漫游记$2022-07-31 13:52:21$50$没什么比土还要干净的了，土不嫌我们脏，我们怎么还去嫌弃土了。
304$35131346$隐入尘烟$卷毛和尚$2022-09-15 17:47:07$32$镜头感还是很细腻的，海清的表演完全颠覆了以往的角色，马有铁这样的“傻子”中国到底还有多少，没有人数的清，政府应该感谢他的人民，世界再也找不到这么乖巧能忍的老百姓了
305$35131346$隐入尘烟$祁十一$2022-07-14 23:01:22$22$好像越来越不敢看太残酷的东西（这两年的现实已经够残酷了），所以是鼓起勇气走进影院的，没想到在开始不久就留下眼泪（好羞耻）。看到一半忍不住悄悄打开豆瓣（从未有过的事），想提前知道结局（无法再承受突然而至的悲惨了）。可是又在两个最底层最畸零人的身上，看到了婚姻家庭最本质的东西：搭伙过日子，把日子越过越有滋味，在对彼此的关照与不忍、怜爱中，重燃对活着、对人生的爱意与温情。想起了我父母……而最后的结局，却又带着些幻灭。唉。
306$35131346$隐入尘烟$卷毛伦$2022-07-24 23:15:13$43$"众人眼中的怪胎，却是彼此眼中的星辰
"
307$35131346$隐入尘烟$夏笳$2022-07-11 00:31:08$16$观影过程中总提心吊胆，害怕一定会很惨，至少不是抽血而死。海清的表演总让人难以入戏，或许还是电视剧演员的粗糙吧。最后麦芒舞动的镜头，似乎有绿色星球的影子。
308$35131346$隐入尘烟$Echo$2022-09-18 22:49:47$67$隐忍不是美德，尘烟不能隐入。看到被下映的新闻，想到几年前的京城清理低端人口，想到年初的六亿人月均不足一千，想到今天新闻里那辆隔离大巴上逝去的27条命，已经不止是方圆五里见不得穷人了，是穷人就不该被提及。
309$35131346$隐入尘烟$将与明$2022-08-12 00:55:29$46$越是好评，就说明我们已经越是远离生活的本来面目了
310$35131346$隐入尘烟$牧羊少女斯内普$2022-08-29 12:24:49$76$“金钱流向了不缺钱的人，爱也流向了不缺爱的人，苦难也都流向了能吃苦的人”
311$35131346$隐入尘烟$Frank musik$2022-08-25 22:50:26$41$男主 老实 勤劳 从不欠别人的一分一毛 动手能力极强 甚至可以自己盖一栋房子 因为在农村又没读过书 只能被迫做村里大款爸爸的免费血库  女主 因为给流浪汉一个馒头就被哥哥嫂子美美地打了一顿 最后被嫁给了一个陌生人 甚至遗照都是结婚照裁下来的 希望以后能多拍点这类电影 告诉城市里的年轻人 真的很幸运能有现在的生活 少拍一点只会教人发烂发臭的狗血小时代 。
312$35131346$隐入尘烟$顾湘$2022-08-31 19:48:32$27$假的浪漫美化。一个圣人般的农民。揭示的苦难也很浅。
313$35131346$隐入尘烟$Hanly$2022-02-25 02:39:31$45$"老实，寡言，被时代抛弃的两个边缘人，硬生生地从苦难里育出一颗悲悯之心，身陷泥淖却仍抱持着对更弱者的同情与怜惜。

看到稻谷会叹息，“还没到夏天就让镰刀割掉了”，看到秧苗也会联想到自己，“脚长在地里就哪儿都不能去，只能在地里干挨着.””他们无法离开这片恶土，只得用血泪浇灌，祈愿贫瘠的沙漠里会开出花来。

于是他们痴痴望着雏鸡保育箱中透出的斑驳光影，竭力挽救着被大雨冲毁的栖身之地，在彼此的手臂上用唾液与麦粒印出花纹的痕迹。

可他们吃尽了苦，最终也没盼来甜。暴力机器的戕害与碾压毁掉了血燕衔泥的窠臼，大雨夺去了所爱之人的生命，在这片土地，人命总是太过轻薄。

结局诸多信息暗示男主自杀，但最后屏幕上出现了一行字幕：“男主成功脱贫，搬进新房，过上了新的生活。”给充满苦难的剧情更增添一丝荒诞。（长评见"
314$35131346$隐入尘烟$鹅想趁早养老$2022-07-16 21:09:27$38$所以电影最后一个镜头里，是谁的视线？
315$35131346$隐入尘烟$胡了了$2022-07-13 18:54:52$20$取景好，题材好，不像是这个时代中国的电影了，拍穷人，拍绝望，还是需要这样的导演和电影。但是，台词不太好，不符合人物形象的刻意的地方有点多，农民既然是这样生活，就不会那样说话，那是导演想说的话，文化人的话，演员演得很真所以那些话说出来更假。桂英死得很不好，非常草率，电影和《活着》那种主题完全不同，就不该采用这种体现出生活被命运瞬间摧毁的虚无情节，很令人讨厌。以至于后面马有铁送土豆、放驴、卖粮食、还账、拆房子等一系列收拾旧生活的镜头也显得相当疲惫。前大半部艰难的向上、向善之力完全被消解了，却也没有唤起观众更强烈的情感。中国电影中的佳作确实离不开苦，但苦不能再仅仅落回内耗了。
316$35131346$隐入尘烟$报以歌$2022-08-13 09:17:02$21$"除了结尾的处理，这故事拍得朴素又真实，4星送给勤劳的劳动人民角色！
用泥造房子的时候，我妈在旁边回忆当年，姥爷姥娘也是这样盖起了四间房加一个窝棚，后面越盖越高，一个人够不着了，才找了别人帮忙盖。泥胚是亲戚帮忙一起弄，夜里一场大雨全浇塌了，随即电影里也拍到了大雨倾盆……

我看着老四和贵英慢慢地把苦日子一点点过“好”，播种收获掰玉米，养大了小鸡又喂起猪，俩人回忆起小时候给过村里傻子一口馍……我跟妈妈说我也想过这种生活，就干好自己的事，有付出也有收获，不想在钢筋水泥的城市里，走进外表光鲜的写字楼，却要被迫看烂人同事虚伪奉承的表演，男同事拿低俗当幽默，开个会若主持人说跟身边的伙伴击掌拥抱，我只觉得恶心，感觉自己格格不入……

我妈说：“当年费那么大力气念书，从那里出来，如今你竟然说这话！”"
317$35131346$隐入尘烟$双一君$2022-08-01 15:36:41$27$很苦，对于我们这些城市小布尔乔亚来说，用诗意去称赞这样一部描绘苦难的电影未免有些太过刻奇和自我感动。但是确实有一种残忍的诗意，巧妙的构图，简洁的色彩，大量的留白以及主角偶尔做作的对白。都在夸海清，但我觉得海清眼神的亮光是很多这样的农村妇女没有的，不是很能让我体会。而且不谈房间里的大象，对于女性的关怀也没有做到位，依然是“理想主义”，“看上去很美”。但同样希望更多电影人能把目光对准大地。
318$35131346$隐入尘烟$杨零度$2022-07-09 22:59:09$42$“2011年，马有铁在政府和热心村民的帮助下，乔迁新居，过上了新生活。”一句话让一部严肃电影变得喜感十足。导演说，他不能死，不是想死就能死。所以故事时间也至少是2011年，晚一年都不行。两个多小时，切实感受到了个体命运的荒凉与幸福。生命来自虚空，终又隐入尘烟。纯净的灵魂，朴实的情感，虔诚地活着，像燕巢，像麦田，像四季，是这世间最为浪漫而强大的生命力。李睿珺乡土生死学，越来越成熟了。
319$35131346$隐入尘烟$黑猫白猫$2022-08-22 23:44:05$36$乡村爱情版小森林，假田园，一共没几句台词，还总给角色安排一些意图明显却与角色相去甚远的台词，高饱和黄灿灿的调色太油腻，毫无变化的景别，没有灵性的摄影，画面没有质感且不统一，后半节奏拖沓，海清从脸到台词到表演都一言难尽
320$35131346$隐入尘烟$小半蹲$2022-08-28 14:32:57$43$这戏也太牛逼了，看了更觉得那种主角挣3000月薪还住大平层的影视垃圾必须禁掉。电影的台词和镜头都绝妙之极，隐喻和诗意甚多。我最惊讶的是这种沉闷的电影，居然节奏感极好，必须打个比方，比如献血的戏份，让人超级难受，第三次献血后我甚至中断了观影，后面更是看到小轿车的影子、灯光都害怕，没想到后面真就没再重复了，真是在我承受力的极限上来回试探啊。最后说个讽刺的东西，结局的台词和报幕的小字说有铁去城里过好日子了，据说是为了过审，但正常人都会觉得越描越黑吧，会觉得政府和老三勾结，虚报冒领啊，这丢的就不仅仅是文化自信了，连脱贫攻坚和党风廉政这种基本国策都抹黑了。
321$35131346$隐入尘烟$momo$2022-08-29 15:44:55$51$结婚证放大截取单人照部分 加上黑白滤镜 我憋不住了😭
322$35131346$隐入尘烟$骨刺$2022-08-29 18:38:33$78$走错了片场 你们见到的乡村是这样淳朴吗？ 纯爱片换了个背景就不认识了？
323$35131346$隐入尘烟$赵陆沉Diana$2022-09-11 14:12:25$31$"两个人是卑微到泥土中的人，他们却让我看到了种在心尖上的麦子花，似烟火照亮夜空的破碎灯光，还有无声胜有声的陪伴。
最残忍的是，我知道农民的苦是真，人性的恶是真，却从不敢信如此美丽的情感是真。"
324$35131346$隐入尘烟$玖兰优姬$2022-08-12 22:06:46$32$"人生很苦
有很多不公平的事
可是明明挣扎到看见希望了啊
麦子抽芽了
苞米拔高了
小鸡孵出来，也可以下蛋了
用在风雨中护下来的土胚，建好了属于自己的房子
好像一切都在变好
可是怎么就……人怎么就没了呢
那由信念搭建起来的高楼
终于不堪重负，垮塌了。


要说就是苦，很苦，非常苦
我知道他很苦，我也为此痛苦
这大概就是人吧"
325$35131346$隐入尘烟$dominoren$2022-09-05 22:38:20$26$"看看穷人家的这点“穷讲究”，一定要贴正的喜字，一定要烧的纸钱，一定要打印出来的遗像。讲究，居然是个为苦命人准备的词，用作与驴马区隔，保留今生为“人”的一点点体面。
格外不和谐的地方，一是海清那张没有受过欺压的脸，二是创作团队传递出的“贩卖”感，远远大过了“关怀”。「穷＝善，富＝恶」这个公式如今看来是太过单薄了。
推倒土坯的家，住进钢筋水泥的“牲口棚”，不论善恶，被消耗殆尽才是人的宿命。"
326$35131346$隐入尘烟$邹易$2022-07-09 12:57:29$45$"燕子的窝拆了又建，能说啥
脚步在田中种下，能说啥
骂驴，可你不也回头了，能说啥
晃动的车灯让人心悸，又能说啥。

可以说雨中的哭笑，
可以说纸箱透出的灯光，
可以说青翠的草驴转成枯黄，
可以说手背长出的花，
可以说大漠沙堆上的馍馍和苹果，
可以说夏夜水流里的惊吓，
还有总要右边高一丝丝的喜字，
和晨光里麦须的轻舞。

至于结尾驶过来的宝马，
幸福的生活在吸血蚂蝗的家，
这个行为艺术我认，
讽刺，辛辣。"
327$35131346$隐入尘烟$7七7$2022-09-08 14:46:49$30$老四啥活都会干，老四有很多办法，可面对这世道和命运，他却无能为力…
328$35131346$隐入尘烟$赫恩曼尼$2022-09-06 21:59:19$37$活着，用尽全力。死了，隐入尘烟。
329$35131346$隐入尘烟$树哥$2022-10-06 14:23:25$55$驴如果不用吃饭。也就不用被人使唤
330$35131346$隐入尘烟$BurgundyRed$2022-08-15 14:23:15$30$看到让驴走那场绷不住了.......细节做得真好，真诚不廉价，现在的国产片这么油腻投机，真挚明亮简直高贵稀缺
331$35131346$隐入尘烟$给你糖豆就不哭$2022-08-26 18:14:50$44$"有人说，这是2022最好的国产电影。
有人说，全片没有说一个苦字，却苦到发涩，全片没有说一个爱字，却爱到满溢。"
332$35131346$隐入尘烟$NanSLi$2022-07-09 16:08:21$35$人人都爱农民电影。
333$35131346$隐入尘烟$长安目威$2022-08-01 00:56:59$39$"不同于网络爽文的“美、强、惨”任选其二存在于同一个人比如二舅身上，马老四没有一技之长，不是全校第一，也没有被医生坑，更不会帮邻里乡亲修东补西，他是个普通到尘烟里的西北农民。但向乡亲借的10个鸡蛋一定会还，被人抽血还要还别人的衣服钱，生怕燕子没窝，生怕驴子压坏。他就像那土里的麦子，一生离不开土、日晒雨淋、雀啄驴啃、被人收割、刚有点对未来的幻想就被命运无情捉弄，这些，他能说个啥？
PS：在电影院竟然听到有人问这是什么年代？这就是当代啊！说台词匠气太重的建议去现实的农村生活一段时间，你会发现劳动人民的话语是多么的有魅力！"
334$35131346$隐入尘烟$Wayne$2022-08-29 01:34:19$23$镜头上对贝拉塔尔/阿巴斯的模仿到位了一些，但是，这并非诗意。固定镜头的作用旨在裹挟影像内外时间流逝的统一性，并非刻意将摄影机固定在一处角落大肆地“融入”乡土气息。并非不真实，但是确实是不自然，先不说海清饰演的角色在这样的环境之下究竟应该拥有什么样的样貌，仅从全片中不断加深的苦难一手法来看便已不自然。乡土并非只存在着痛苦，不知为何带有一种歌颂苦难之意味在推动影片前进，真正乡土的灵气全然消失不见。我承认这样的偏见或许是受到了《阿尔卡拉斯》的影响，也受到了李睿珺个人发言的影响，但不论怎样，我真的是越来越讨厌这样做作的片子了。这样类型的影片不应该只是不停复刻《活着》的模板（严格意义上来讲也不算），我们可以歌颂苦难，但不能只歌颂苦难。不知道金熊给的提名是不是因为产生了一种对“第三世界”的猎奇心理……
335$35131346$隐入尘烟$于是$2022-08-22 03:24:05$20$驴。房。家。燕。地。粮食。质朴。善良。无欲无求。当代文明抛弃的这些美好，真令人感伤。有大爱的作品，克制而不做作。
336$35131346$隐入尘烟$不爽就大叫$2022-09-02 23:30:13$39$"我的妈呀看完真的好难受，突然觉得人能平平凡凡的度过这一生就已经是很难的事情了。
好不容易他们两人能够在这个灰色空间里遇到彼此，好不容易生活有了起色，生活真的太残忍了，贪婪的地主可以继续无视苦难压榨农民，自私的亲人可以继续吃着人血馒头，而好人却不得安生。
他一生就吃过一次鸡蛋，只是为了缓解农药的苦。"
337$35131346$隐入尘烟$阿生$2022-10-26 11:34:19$30$海清和武仁林肉眼可见的两种表演体系，还是有点不搭
338$35131346$隐入尘烟$金金$2022-11-30 02:46:07$23$摄影是美而有设计的，但是又觉得这种精雕玉琢的摄影与乡村题材是相悖的，又缺少一种纯粹自然的美感（横向对比《大地之歌》）。全片在叙事上应该是悲情与痛苦的，但是摄影上又没完全表达出来，。整体来说，让我觉得导演有种为了诉说悲惨而诉说的感觉，为了凄凉而凄凉。而且角色本身的设计也是过于逆来顺受的，可能没有情绪的渲染也是一种情绪罢了，但是说出来的台词又有一种不符合角色本身的乡土哲理感。评分的话，总体6.5，摄影7，美术9，演员9.5。扣分项具体也在前面有所叙述。
339$35131346$隐入尘烟$小兔雷特$2022-07-17 21:00:51$17$很怕这类影片。感到浪漫时我就怀疑自己，感到罪恶时我也怀疑自己，感到平庸时我还是怀疑自己。
340$35131346$隐入尘烟$八神菁菁$2022-08-27 23:05:01$46$共鸣感太强不是好事，导致我看的非常痛苦。
341$35131346$隐入尘烟$基闹$2022-07-18 14:27:55$26$是枝裕和在大西北。
342$35131346$隐入尘烟$阿克曼$2022-09-05 17:19:32$30$警惕浪漫化诗化苦难和美化的夫妻关系。能拿龙标反推广电逻辑：1.温驯善良勤劳沉默但豁达开朗哲学家附体的农村最底层人士马有铁一生被吸血直到死亡（简直就是西北版二舅），一方面农村内部的歧视链（底层看不起更底层）粉饰了恶之本源，另一方面有这么惨的人做兜底，你们大众看了不得珍惜现在生活？2.还是有很多比如马有铁这种疼老婆的大情种光棍，你们女人不要不识好歹，赶紧找男人结婚。拴你的绳子也是可以换成铁链的，“养头驴都比你强”言下之意你和驴一样只是我的所有物。
343$35131346$隐入尘烟$wairennei$2022-09-03 22:24:17$32$"还是草编的驴好
不吃草也就不受人使唤"
344$35131346$隐入尘烟$null$2022-08-26 18:53:14$27$又回到那个问题了：不论男女主从此是过上了幸福的社会主义新农村生活，还是像片子里一样一个意外身亡一个（至少是感情上）殉情，支持者都可以说「你能保证现实中没有发生过这样的事吗」。但关键问题在于，这个故事是导演编的吧？人物结局是编剧写的吧？他们完全可以过上另一种生活吧？哪怕是纪实片，不也存在这种取舍吗？是几亿农民脱了贫呢，还是确实有几亿农民意外身亡呢？你选哪个角度，你就是哪个立场。我不理解这种片子为什么又是高分又是得奖，因为它讲述的并不是社会的真实。当然，我能理解这种片子为什么又是高分又是得奖，因为它迎合了小资文青和国外评委心里的真实。这才是真正的魔幻，远比影片本身魔幻——你想让观众有什么样的思考呢？思考我们为什么要脱贫？还是思考为什么明明脱贫了却还有这么多农民意外身亡？还是思考为什么这样才能得奖
345$35131346$隐入尘烟$ChelseaDawson$2022-08-11 22:26:42$34$钱给了不缺钱的人 爱给了不缺爱的人 而苦难给了能吃苦的人
346$35131346$隐入尘烟$sTill-Life$2022-07-12 22:29:52$18$风雨滋润土地，劳燕哺育儿女，谷物饲养家畜，粮食喂饱人民。你看啊，那一砖一瓦建筑起来的生活，坍塌只在一瞬间，然后，是漫长又漫长的死亡。
347$35131346$隐入尘烟$Lüge$2022-07-10 22:31:01$46$底层女性的作用是衬托什么，看到印章、拴绳等亲昵「游戏」，能想到什么，问问自己
348$35131346$隐入尘烟$白日梦想家$2022-09-04 00:12:15$28$看完这个电影从电影院出来，看到另一个世界一时间语塞。
349$35131346$隐入尘烟$Panda的影音$2022-07-08 13:53:23$15$个人观感：胜过《告诉他们，我乘白鹤去了》但不及《家在水草丰茂的地方》。海清所扮演的曹贵英有身体问题行动缓慢我能理解，其他大部分人物说话做事也都刻意拉慢节奏于我而言却有些失真，2020年在同个影厅观看的万玛才旦《气球》亦是如此，相较之下我还是更青睐侯孝贤《恋恋风尘》《戏梦人生》那种宛如真实生活纪录片的风格。作为从小在南方农村长大的影迷表示：我挺喜欢电影中那些与我们差异颇大的各种干农活戏份、还有建房子、烤鱼、河里洗澡等；另外，前不久在网上买了孵化器和我妈成功孵了两窝小鸡的我看到片中的鸡蛋孵成小鸡的段落还蛮惊喜的。附注：1.又一次一个人“包场”观看自己有些期待的电影。2.两次拆房子的段落都看得我湿了眼眶。3.现实生活中认识的一个「guì yīng」也是有一天突然发生意外然后离世了。
350$35131346$隐入尘烟$松島榨菜$2022-08-27 20:35:58$69$"他拿着一片蘸了蜜的苦瓜，舔了一口就说，呐苦瓜也可以甜的嘛
可是，如果是咬一口，蜜化开之后，是苦到恶心的瓜肉，咽下都难得很
你想看看努力活着的人的生活，就不应该用俯视的姿态，高高在上的感动是虚假的煽情
在苦难里美化出来的的幸福更像是悲哀，是小资幻想出来的“淳朴真实”，看起来像是相互治愈相互救赎的乡村爱情故事，内里其实是利用一个更可怜的人去升华一个“可怜人”，马有铁这单一专制的“对她好”是对千千万万个被压迫的曹桂英的讽刺
你说马有铁最后为“光”殉情，哪能看见他把曹桂英当做光的时候呢，其实桂英呐，成了马有铁这个大男主的背景板，其实桂英的死呐，是隐入尘烟的新生，是不再被当做“它”的新生
马有铁的死亡，比起殉情，更好一点的定义应该是——为活着而奔波的人，被冷漠的人性压迫到连活着的信念都坍塌了"
351$35131346$隐入尘烟$道无涯$2022-07-17 23:20:39$50$"5.5/10。基本上是我的年度过誉，标准的电影节电影，且完全停留在西方电影界对第三世界国家电影难以避免的猎奇视角中。
具体到电影，影像上刻意追求田园牧歌化的自然主义美学，而表演上却使用了两种完全不同体系且不兼容的演员。海清越是在非职业演员面前卖弄其方法派技巧，越是让整体表演贬值。
文本层面，对于真正的农村底层问题采取不回避但提纯的处理。把阶级意识土地问题让路于无害化之后的纯爱故事。看似涉猎广泛，其实啥都没讲。所以这又回到了之前的某个观点：中国大陆从来没有过左翼电影。"
352$35131346$隐入尘烟$Kryten$2022-08-14 16:13:27$32$其实只想给三星，因为仍然逃脱不开自上而下观看的所谓底层叙事，而一些真正需要关注的地方恰在这样的廉价共情中被消解。但桑塔格也指出我们或许应该宽容一些，毕竟关注本身就是一种进步。
353$35131346$隐入尘烟$盘子$2022-07-24 02:52:42$18$在看完好几个比较差的评价和导演非常让人不适的发言以后，还是得承认本片的导演工作本身是挺好的。完成度非常高且有趣味；细节丰沛；调度精细但又没到让人生厌的程度，既不是粗糙模糊成一片捞不起来，也不特别矫情；素人演员和职业演员融合得极佳。最大的问题是“标签化”和“老”，标签意味着扁平，扁平意味着跳开细节以后再想想，越想越觉得没意思。老气就更没意思了，毕竟《裸岛》是1960年的作品。
354$35131346$隐入尘烟$普照$2022-09-04 17:32:15$15$毫不委婉地渲染（而至让人感到过度拉长）象征/隐喻的片段令人尴尬，还是之前《家在水草丰茂的地方》的老毛病。有过西北农村经验的比如我，对于这种片面呈现，而致变相美化、钝化、去问题化的局面，感到无所适从，时时气得想跳脚，想别看罢了，想有这时间我干嘛不去再看一遍科长随便哪部片子？比如《山河故人》，至少人家一开始就不是追求细节，而更专注于让意念飘飞。这部片子就属于细节失真、又飞不起来的尴尬夹心。土，不是说题材是创作观念；作，影片人物因细节失真，很早就气息虚弱而至“死去”了；贫乏，还有很大很大很大进步空间，比如说真诚度这方面。
355$35131346$隐入尘烟$英恩$2022-09-09 10:08:24$31$如果不是友邻普遍评分很高我可能只会给两颗星。真的很无法理解国内的文艺电影，永远都是小布尔乔亚式的农村，充满隐喻但是不痛不痒。
356$35131346$隐入尘烟$Pleiades$2022-07-24 20:06:12$32$2022.7.24 北京剧院，这是一部节奏超慢的电影，但像流水一样，流到人的心里。很多人说它丑化，矮化。我想说，全国人民都能吃饱饭刚几天，就忘了本？这电影说的是人生，是朴素，是普通人，也是“命”。
357$35131346$隐入尘烟$酸奶太一$2022-09-03 20:24:36$48$她死了，手里还紧紧抓着送给他的馍馍。他死了，别人用他抽了血、换了房，拿到了1万5。
358$35131346$隐入尘烟$WiKk1$2022-08-30 12:54:54$36$据说，某场映后交流的时候一位观众问导演：这只驴是本地的驴吗？  我不知道他是怎么回答的，但我能肯定，土是当地的土，姨夫也是当地的姨夫，但海没有当地的清。不管是资本的介入或者其他任何原因导致演员的选择出现偏差导演都应该有一个良好的应对策略，不是说皮肤黑点他就是农民了，那细皮嫩肉的小黑手怎么看也不是在窝棚里生活了几十年的人该有的。再说故事本身，不知道打高分的是没见过农民还是没见过农活，浪漫主义可以有，但所有的摄影、道具、调色都围绕着一个字展开，那就是“装”，有的人可能觉得隔着屏幕都闻到了黄土地和馍馍味儿，但是很遗憾，图雅她家的羊粪都比这些来的货真价实。各种常年不看电影的大哥对着片子里的姨夫和海清流泪，感叹着自己平时对媳妇太差，但是姐妹们它唯一的作用就是让你们的老公在今后的三天内少出去喝一次酒罢了
359$35131346$隐入尘烟$十八爷$2022-07-23 09:13:05$33$很多观众都没有想到，自己竟然在一部农村题材电影中看到了近年来最浪漫的爱情故事，好像《隐入尘烟》才是真正的“爱情神话”。
360$35131346$隐入尘烟$潇潇宇歇$2022-09-04 14:27:50$19$"在世界电影史上，意大利新现实主义是一抹亮色，它追求真实地再现生活、表现人民的苦难、谴责社会的不公，经典的作品包括《偷自行车的人》《罗马十一时》等。

但《隐入尘烟》不是新现实主义，也不是其他现实主义，而是伪现实主义，是中产阶级和小资文青按照自己对苦难的品味和想象建构的故事，严格说起来，这是一个架空的故事。

伪现实主义甚至比粉饰太平还要可怕，因为它透支了人们的热情，玩弄了观众的情感，遮蔽了真正需要关注的问题。"
361$35131346$隐入尘烟$Song³$2022-07-12 00:10:49$12$最喜欢的情节是在河里搓背，还有盖房子在雨中又哭又笑。知道拍出这样的乡土爱情电影很不容易，片子也能精准表达出我国农民淳朴隐忍善良逆来顺受刻苦耐劳这些特质。但明明夫妻日子过得很苦很辛酸，镜头表达却处处体现出“黄土”情结，画面太美，抒情上也过于浪漫美化。对比当下，显得苍白。导演是精明的，但应该拍得更现实中国一点。
362$35131346$隐入尘烟$♠K。$2022-07-25 23:01:29$38$两个最容易被忽视的边缘异类强扭着走到了一起，从此两人一头驴开始了一年四季的生活，墙上的喜字揭了贴贴了揭，最后换成了一张黑白照片，有铁开始一个人最后还是一个人，放生了蝌蚪，救下了燕子窝，最后却没能救下贵英，看完之后胸口好像有一块大石头压着一样，久久不能平息。
363$35131346$隐入尘烟$榆舟$2022-09-18 19:21:03$37$“麻绳专挑细处断，厄运专挑苦命人”
364$35131346$隐入尘烟$小小的心愿$2022-09-07 14:03:01$26$因为最近一直有评论在赞美这部剧，所以也来看了。看过之后，感觉更像是一部纪录片，但是确实感觉很不真实。首先，演员的表演还是很好的，真的就像是农村的感觉。剧情方面，一开始安排两人相亲，共同生活还是可以的。但是后来发现有铁是如此的能干，会种地、会做饭、会帮别人干活，甚至会盖房子，而且还很有生活情趣。这就不合理了，这么能干的人怎么可能光棍？而且农村盖房子是有规定地址的，一般前后都会有邻居，盖房子大家都是会来帮忙的，非常不现实。总之，整部影片显示农村还是很冰冷的，感觉也不符合。如果男主是一个半傻子，那就比较说得过去了。后面，非要让贵英意外身亡，真是太刻意了。还让有铁为了她而自杀，真是无语了。另外，有铁一直无偿献血这个拍得也很奇怪，如果就拍日常的简单生活，安稳度日，那应该就更贴近生活了。
365$35131346$隐入尘烟$死咗$2022-07-10 22:27:53$22$关心土地的电影在如今已成熊猫血型，输血可以续命，但寄托没了，家也就没了。审查破坏了结尾的诗意，我想像的是，在一片机械造就的断壁颓垣上，一只四肢雪白的毛驴伴着铃铛轻轻走来，抬头看向盘旋而疑惑的燕子，从此再也没有一颗稗子提心吊胆的春天。
366$35131346$隐入尘烟$树下听鱼$2022-08-31 00:51:52$31$看完《华尔街之狼》连着看这部，格外割裂，又格外引人深思。乔丹贝尔福特是圆滑世故的极致，老四是老实憨厚的极致。一个香车美女豪宅和花不完的钞票，一个面朝黄土背朝天吃不完的苦受不完的欺负。“老实人受欺负”这个规则是我最为厌恶的规则。以及中国只要还有一个人是这样的生活状态，这样的电影就应该一直拍下去。
367$35131346$隐入尘烟$悲回风$2022-07-24 16:05:40$23$看到夫妻俩给鸡编了个草筐的时候，朋友正倚在我肩膀上，他突然说了一句“想吃鸡肉了。”他没别的意思。但越是这样无深意，就越让人觉得挺残酷的。
368$35131346$隐入尘烟$托尼·王大拿$2022-09-04 19:44:31$29$或许是能被上头接受的那种《活着》，反正我还是受不了这套没法彻底棱角化的旁观式美学。
369$35131346$隐入尘烟$鲜有废客$2022-07-14 00:00:46$22$"3.8分。很少在国产电影里看到这种对农作事无巨细的描摹，它让农事本身变得极具仪式感，而这种仪式又是潺潺诗意的，毫无冒犯，邀请我们平视这一切，并在土地里面感悟生命的常和变。片子的好在于两点，一个是镜头上的沉稳和讲究，已经初步形成了自己的风格，最少在国产导演里面，李睿珺颇为鲜明。另一个是点到为止的副线，没有让农村的那些阴暗面过多，损害了主线里的诗意。当然缺点也有，这便是很多应该闭嘴的地方，李睿珺还是让马有铁抒情讲哲理了，这没有必要。不知道李睿珺是不够相信观众，还是不相信自己的影像能力。"
370$35131346$隐入尘烟$U 兔$2022-02-27 21:23:33$17$看完会觉得不知道说什么，后劲很足，时不时想起，心里被拧一把。两个孤独的个体在不合时宜的社会里相互依靠的故事，但能感受到一定的男性视角。有男性朋友说有铁对贵英太细心了，弄孵蛋箱时，看到贵英用手接光难得高兴的样子，他还故意再把那灯晃晃，让她更开心，“生活里我都没法对媳妇这么用心。”我觉得是他们的注意力都在彼此身上，所以会特别关注对方，生活里除了劳动，没有任何娱乐的东西分散他们的注意力，但终归还是跟性格有关，两人都是为别人着想的性格。感觉相对李导之前的影片，这部虽然最长，但叙述和感情推进却是最急的，电影叙事真是很奇妙。
