$movie_id$movie_title$comment_user$comment_time$comment_vote$comment_text
0$30128916$夺冠$段尽欢$2020-09-25 21:33:46$3224$彭昱畅长大之后果真变成了黄渤😂
270$30128916$夺冠$Yan$2020-09-25 21:41:48$9$比赛环节还是很激动 甚至眼眶湿润 虽然比赛很多细节也处理得不好 可能是怀着朴素的爱国主义感情吧 （开场的彭昱畅角度让我不知所措 贯穿整部电影的两位教练之间的友情线觉得实在没必要 结尾的无声处理还不如直接放赛后的录像带🤦‍♀️）
271$30128916$夺冠$zxdjc$2021-07-31 15:53:58$27$多接广告，多拍电影。冠军哪有这个来钱多啊🙃
272$30128916$夺冠$字母君$2020-09-25 20:32:49$8$对我来说最动人的地方在第一段，所有大人都在揪心转播赛况的时候，孩子们却在幕布边上你追我赶玩着游戏。
273$30128916$夺冠$给艾德林的诗$2020-09-26 20:46:29$8$煽情+口号没完没了，想斗得过机器的年岁，就出个多15公分的“牛招”，反正身残志坚那是竞技体育的事，与集体荣誉毛关？而早熟的意识必定是早衰的，于国家亦然，敢情都明白原来是因为没里子，才非要个面子，那08挣了个金牌第一的大面子后，具体、活生的人，也就没人关注在乎了，谁的锅？正好电影还问了女排是啥？答案：反正不是你我，而是我们。这烂俗情怀一出，你以为是要在狂欢当口，给那些看着郎平不识抬举领着老美夺金，骂骂咧咧的“他们”升腾点特殊的情绪，结果还是转瞬就痿地偃旗息鼓，所以领导指着郎平让她负责，是真输真蹲号子？还是高级黑包裹批判？等等情节真就哪哪不靠，大致也就了解了陈可辛左右摇摆的怂货本质，而怂货拍勇者，他到底拍了个锤子？换个角度想，他也许就想拍个榔头，反正砸晕观众输鸡血就成。而也只能为素人女排姑娘们加一星
274$30128916$夺冠$Emanuelle$2020-11-29 10:32:00$2$女排比赛本身的燃点太高了，其他的渲染都很多余。
275$30128916$夺冠$欢度消逝$2020-09-25 23:00:43$8$前后段节奏完全不对
276$30128916$夺冠$sandy wang$2020-09-25 22:01:04$8$看完感觉一般吧，黄渤这个角色可有可无。巩俐神形一体，演技果然厉害。除了最后比赛稍激动之外，看着看着还是容易走神。
277$30128916$夺冠$渡口无边$2020-12-12 13:51:03$1$叫中国女排，倒不如叫郎平传。还原度比想象中好，感染力确是有，但流水叙事、时间跨度过大而不够聚焦。开篇讲女排精神，到后面完全变成郎平的个人传奇表演。但话说回来，13年接手当时的“鱼腩”球队，两年时间就重回世界之巅，是真的厉害。
278$30128916$夺冠$Indecent time$2020-09-25 21:33:50$2$很难得，陈可辛这一次在自我表达和受众需求上取得了很好的平衡，既没有自我感动式的滥情与傲慢，也没有反思派编导中意的无病呻吟式反思，借用郎平（和陈忠和）的视角串起了女排的时代，同时也在后半段加入了有趣的各年代价值观冲撞视角，若是收尾不那么仓促会更好
279$30128916$夺冠$PARKER$2020-10-01 00:56:25$2$作为一部真的没法回避女性作为主角且绝对主角的电影，由于牵连到具有象征意义的题材，爹味其实比我想的轻很多。叙事有如精神分裂症，但毕竟一些细碎的东西还在。尴尬与激动并存，看得我也分裂了。
280$30128916$夺冠$littletwo$2020-09-27 23:06:22$4$挺好的题材，拍个稀碎。看一半出来了，可惜了。
281$30128916$夺冠$#瞬间收藏家#$2021-02-13 16:24:16$1$哪有有些差评说得那么不堪入目。。。精气神拍出来了，不足大部分台词太书面、不耐琢磨，最好的是里约那场队员之间的对话。PS 黄渤说普通话就好了，久违了的“港澳同胞海外侨胞”宋世雄，08年的事情记忆犹新，碎一地的自卑心。想看郎平郎指导的采访。
282$30128916$夺冠$mOco$2020-12-18 11:15:53$3$用三场比赛来勾勒中国女排的变迁，但并没有立住人物，即使看完影片，观众对郎平和陈忠和的印象还是没有变化。其实还不如集中于郎平和陈忠和的友谊与对抗（现在有，但不成为线索）。
283$30128916$夺冠$周青春24$2020-09-26 06:56:11$14$超级烂片 强行煽情
284$30128916$夺冠$mind$2020-09-26 08:57:26$11$郎平为什么去美国执教，后来是什么原因又回到了中国，这些讲的不太清楚
285$30128916$夺冠$最可爱的曲燎原$2020-10-02 02:16:52$6$一星给女排 电影没星
286$30128916$夺冠$美哒$2020-09-24 12:13:56$91$超级喜欢，短短的一部电影已经把女排精神荡气回肠的展现出来，过程干脆利落没有拖泥带水，演员们比那些流量明星看起来舒服。喜欢，必须五星
287$30128916$夺冠$ZeonGin Sou$2020-09-26 11:56:09$3$三段式。总体失望。有想法，没到位。比赛场面紧张刺激。老女排段落结束之后节奏失控，差点以为是两个人拍的。无聊透顶的注水文戏太多，有说教，没故事。PS：《夺冠》真是瞎改，是《中国女排》不够喜庆？
288$30128916$夺冠$liuesy$2021-02-17 23:12:21$4$时间线太长了，塑造的角色有点空洞，立不住。而且，陈忠和就是为了衬托郎平，看着就很尴尬。
289$30128916$夺冠$变形的文科生$2020-10-08 23:03:32$4$体育片？职业片？历史片？人文片？各边都沾点儿，哪边都没透，浅尝辄止，让人摸不着头脑。
290$30128916$夺冠$胸毛$2020-12-17 13:25:07$2$这算电影吗？说它是一部大型MV倒更合适些。如果是一部外语片你们给它什么评价？没有给一星是因为赛场部分至少还有可看性。
291$30128916$夺冠$防寒对策$2020-10-07 00:04:55$4$主要聚焦老一辈和新生代的两代女排：前者的女排精神是为鸡血的集体主义倾注所有；后者则是宣称为自己、为快乐、为排球运动的趣味本身。但是整部电影一直处于一种分裂与撕扯的矛盾之中，既想升华到后者新兴的女排精神，但又总被一股不可抗力不断扯回前者。最终这些个体终究在口号、国旗、国歌的三件套中被回收，就像那个初代抖S教练所言：“这里没有你和我，只有我们。”还是觉得前半段80年代女排拍得更好些，四面八方源源不绝砸来的排球，球网背后冒着热气的、涨红的脸部特写，活像是被荣誉与胜负等种种压力囚禁拷打的困兽影像。
292$30128916$夺冠$曳尾.avi$2020-12-25 13:48:47$2$为什么陈忠和戏份这么多？不是拍女排吗老队员连名字都不配有？…对日本那场，教练中间直接说“想想你们是在哪里打比赛！我们是中国人！这场球输了你们后悔一辈子！”都2020年了还打这种民族仇恨牌简直令人胆寒。
293$30128916$夺冠$笑聪$2020-09-25 21:29:59$1$陈导擅长的领域，发挥也一如既往稳定，巩俐的表演也很稳。对于中国女排历程，是一次实实在在的记录，对于女排精神，也是一场得其所的渲染。可能回味起来我们都没那么满意，但那更多因为题材本身的难度啦。前半段台词稍逊，但在前半程用力如此猛的情况下，没有虎头蛇尾，不容易，作为观众只能全程抹眼泪以示尊敬了😁
294$30128916$夺冠$Helicopter$2020-09-26 12:57:12$7$本质是想讲「改革」的呢。但明显被各级各单位领导关怀过，能好到哪呢？删减换词太明显了。当然，80年代那些靠精神和民族大义鞭策夺冠看得让人多难受，后面靠科学技术夺冠看得就有多爽。能不能爽过看真实片段呢，就不知道了...以及，郎平真牛逼。
295$30128916$夺冠$獅$2020-09-25 22:47:14$4$三星半吧，配音破坏了我的观影感受…然后就是14年的比赛拍起来感觉不是80年和日本打的那场流畅。但是值得称赞的是，不管哪个年代的排球队员都是真的在现实世界里的排球姑娘
296$30128916$夺冠$林雨$2020-09-25 20:36:38$6$现在的评分夸张了。觉得立意的点还是很好的。就是郎平说的那番话。就是因为不够强大，才那么看中冠军。排球本身还是享受运动本身。
297$30128916$夺冠$深夜声噎$2020-09-25 23:16:00$3$和我一起看不熟悉彭彭的人看到彭彭说，黄渤。彭彭的福建口音笑死我了。肯定更喜欢看不到的李娜咯，加一星给彭彭。
298$30128916$夺冠$屎王飞$2021-07-19 20:19:25$2$有些许的气愤，以郎平为主线没错，毕竟是中国女排的代表人物，但不管是什么原因，在一部成品里面，在一部讲述女排精神的电影里，老一辈的队员教练居然连名字都没有！！刚开头就一通热血，实在是让人热不起来，整个情绪的铺垫根本没有。说实话，看的过程中情绪肯定有所波动，但并不是这一部电影带给我的，是实实在在的女排精神，是在打日本队时的民族情节，是作为一名中国人的自然感情，如果这部电影换了主角，换了故事，就这差劲的质量，根本没有想看的欲望。
299$30128916$夺冠$阿柴$2020-09-25 20:33:22$4$其实还行，是非常宏大叙事的纪录片拍法，一切情节都流于表面，不敢往深处挖，可即便如此也还是挺动人，因为中国女排几十年跌宕起伏的历史本来就已经是极佳的故事蓝本了。于是就这样，巩俐反而成了很不重要也很不精彩的那部分。
300$30128916$夺冠$冰酱酱酿酿$2020-09-26 00:51:29$14$强行搞情怀，对于我们这种没有女排情怀的人也太不友好了。各种工具人来回出现。煽情可以，但强行，真的没必要
301$30128916$夺冠$炸酱面$2020-11-28 20:28:07$7$这几年的主旋律影片，越来越没有下限了。说它是电影，拍得跟纪录片一样流水账；说它是《郎平传》，它又没拍郎平为什么去美国、为什么回国；说它弘扬国家主义和民族主义，它在片尾中从郎平嘴里却说出了“体育精神”的字眼；说它是为了展现中美关系中中国的反击，它在片中却出现了美国汽车品牌“凯迪拉克”的两次新款车型正面镜头（凯迪拉克没充值算我输），那么这个电影究竟想说什么？
302$30128916$夺冠$Hi_han!$2020-09-26 08:01:10$7$重要角色连姓名都没有，尴尬到不行，有人说比赛拍的很好，那我是不是可以直接看比赛来的更过瘾？
303$30128916$夺冠$已注销$2020-09-26 23:57:01$9$"13年之前的部分拍的有点乱 从郎平接手女排开始渐入佳境。中巴大战算是拍的扣人心弦 当然比赛本身就很扣人心弦。
还有就是 这片子真不应该叫中国女排 应该叫郎平传"
304$30128916$夺冠$隐微$2020-09-25 22:01:54$11$有些拉垮
305$30128916$夺冠$果樹$2020-09-25 22:00:51$6$#HarperDie观影团# 感谢戴姐特意安排的vip厅。很可惜全片没能找到有效率的影像方式，全片沦为了刻煽与套娃的行为艺术，所幸坚持完第一段就能开始享受巩俐的表演。
306$30128916$夺冠$Dean Road$2020-11-30 08:43:47$3$拍的不好看 wh
307$30128916$夺冠$千鶴子$2020-09-25 21:33:39$5$首先，没看过排球比赛。以我个人的电影审美来说，体育电影就是看个煽情嘛，但是这个片子的确煽情太多啦，节奏有一点不顺畅，前半段与后半段情节有点碎片。但就也蛮催泪的，叶公好龙我本人。
308$30128916$夺冠$小鸟喜欢吃西瓜$2020-09-26 15:11:35$10$不出意料，看的很感动。只是除了郎平，谁的名字都没记住。感动也只是因为艰苦，国家，逆转这些关键词带来的自然反应，和剧情铺垫没半毛钱关系。
309$30128916$夺冠$豆友201861325$2020-09-25 14:59:40$16$满分是为还在苦撑的院线，为还在坚守的电影人，砥砺前行，彩虹就在风雨后。
310$30128916$夺冠$武侠小王子$2020-09-27 15:23:16$0$情怀大于一切。最后的情绪真是水到渠成。两代女排的交接让人泪目，一代老去，一代长大，不变的是女排精神。演员都选的好好，巩俐连声音都模仿得特别像，彭彭真给小鲜肉长脸，有点可爱。 
311$30128916$夺冠$jingjingloveyan$2020-09-25 21:08:36$24$好一般，远低于期望值
312$30128916$夺冠$赵启辰$2020-10-15 17:39:36$4$外界刺激越来越多，能让人两小时不看手机越来越不易。所以看电影越来越注重导演能不能把观众代入故事，这个故事的代入感还是不错的，特别是经历过一点点那个年代的人，前半部的代入感会很强。陈可辛的节奏把控是无敌的，每个小停顿、跳进跳出都能牵动观众的情绪。陈忠和这个角色让我有很多投射，作为一部代表中国女排的电影，完成得已经不错，扣一星因为不能出现的名字们
313$30128916$夺冠$不爱车轱辘$2021-07-31 15:00:05$7$"原名中国女排多好，非要改名叫夺冠
好家伙，真的奶死了中国女排"
314$30128916$夺冠$刚哥叫我打酱油$2020-11-30 07:52:31$2$挺难看的
315$30128916$夺冠$宇宙$2020-09-25 21:12:20$3$C+新业坊，3.5分。美术特效很好，改开初期的北京街头、机场、训练场馆和几场球赛戏的置景都很好，三场节点大赛球戏都拍得不错。朱婷的支线挺动人的，巩俐的声线模仿不错，彭昱畅也活脱脱一个黄渤的特型演员，虽然其实说不清他们演得算不算成功。前半段实际的面对面情绪戏都挺失败的，李现演的工具人王干事表演极烂；后半段好些，糅合着尊重个人、忆苦思甜和集体主义的动员挺符合国情的，另外那场诀别与葬礼也蛮触动的。黄渤/彭昱畅的陈某线搞得几近破败蜘蛛网的观感，像那台日立电视机一样不知道它为何占着舞台。
316$30128916$夺冠$zuoren$2020-09-24 22:27:01$7$IMAX夺冠超前观影。体育竞技+传记题材。电影画面和现实录像剪接，无数比赛录像和夺冠场面历历在目。以歌唱祖国还有国歌当配乐，以国旗和队服为背景，从五连冠到08奥运败北，再到到16年里约奥运夺冠，想不激动都难。一个香港导演用一部作品诠释了什么是女排精神。如果想激动人心的在影院哭一回，选择夺冠没问题。
317$30128916$夺冠$#Pekingcat#$2020-10-04 23:51:06$11$版版正正的用力过猛电影，一切都是那么的模式化
318$30128916$夺冠$Lüge$2020-09-25 23:21:58$9$1感动掉眼泪 2巩俐演技 3喜欢前半段
319$30128916$夺冠$可不言$2020-09-29 10:14:03$6$6.5，剧本太浅了，太单薄了，人物一点都不丰满
320$30128916$夺冠$碎碎念$2020-09-26 08:21:29$4$“陈可辛了解大陆文化”就是个洗脑包。有些故事可以拍的讨巧，但有的故事，港台导演就是不懂，狡猾胆怯藏着掖着的去讲故事，说白了，我们的情怀他们懂个屁！终究一个商人罢了。
321$30128916$夺冠$幻风$2020-12-02 19:27:29$1$这就是竞技体育的热血吧
322$30128916$夺冠$1124$2020-09-25 13:32:02$9$真实的燃，也是真实的感动
323$30128916$夺冠$骑车磨损髋关节$2021-03-02 12:52:09$1$剧本写得就一般，想探讨什么？能探讨什么！再加上陈忠和那些事，前半段没名没姓，彻底搞黄这个电影
324$30128916$夺冠$海娃兒$2020-12-05 23:52:35$5$几乎不能算作电影，连体育频道的纪录片都比不上。在影迷眼中，它啰嗦流水账虚假；在球迷眼中，它撒谎欺骗观众。在影迷兼球迷（like me）眼中，它一文不值。
325$30128916$夺冠$蒜 | BOY A✎$2020-09-25 23:39:47$2$必须要说这个题材，拍到这种程度已经是一种成功了。“不仅显示了高超的市局韬略，也展现了对现实分寸感的精确把握。高潮之处，就高高跃起雷霆一击，直击泪腺；难言所在，则点到为止留有余味，是非常道的，你懂的。”，尤其感动的是，三场重要赛场的完美复刻，郎平陈忠和亦师亦友的关系互动，女排精神从民族情怀回到个人价值的变迁，三条线完美衔接起承转合，彰显了陈导团队的实力。
326$30128916$夺冠$桃子$2020-10-03 01:11:58$1$原本对女排没什么了解，从巩俐出场以后，开始体会到拍摄这个故事的迷人之处：叙事层够复杂。巩俐演得很好，彭昱畅、黄渤、吴刚也挺好的。彭昱畅那段，甚至演出了一种“后宫漫”感。影片的结构很奇怪，后来感觉可能是因为审查修改。人物口型不符，证实了传言。还是回到了老问题，大家都在隐喻。体育总局真是深不可测……
327$30128916$夺冠$你好忧愁$2020-09-25 21:24:37$4$这部电影在“没必要把体育运动上升到国家荣誉”导演真心话和“女排精神国家荣耀”的官方话之间被撕扯得四分五裂，一盘散沙
328$30128916$夺冠$so so$2020-09-27 07:50:22$8$隔壁座的彪形大汉从前半段就开始哽咽，最后比赛直接泣不成声(ｰｰ;) 这个角度来说，电影算成功...了吧
329$30128916$夺冠$火娃$2020-09-25 21:33:24$7$"我就说，从哪儿找的那么高那么像郎平，还会打排球的演员？
原来是她女儿。
作为主旋律电影，没有强行爱国主义教育，中心思想是为自己，还挺意外的。
但是，故事太散了，抒情也比较刻意。"
330$30128916$夺冠$菲儿$2020-11-30 08:23:26$1$在B站花了6元看完。主要讲了1980年和21世纪后的两段女排历史，有很多泪点和感人的地方。虽然不是排球的忠实粉丝，但看了依旧热血沸腾，感谢每一个时代的女排运动员，致敬女排精神！
331$30128916$夺冠$渺_NAL$2020-09-25 21:42:03$7$中巴之战最后一扣，很有余味的处理
332$30128916$夺冠$tangerine$2021-02-20 12:47:36$1$作为一部已经被时代剧透得明明白白的电影，去看电影的观众不是奔着结局去的，而是奔着陈可辛如何展现这一世人皆知的结果的，他用四场比赛串起整个电影的时间线，在整个观影的过程中，观众情绪被这样的剧本结构分布为：起、起、落、起，并把郎平作为中国女排精神的最重要承担人，我认为总体上都是没什么问题的，但是为了整体的流畅度，牺牲了人物塑造、中心提炼，让人只看到要赢，能赢，没有想想女排的拼搏，技术上怎么要赢，这部电影无疑是成功的，但也是仓促的，许多地方都没有做到最好。
333$30128916$夺冠$南南$2020-09-25 23:01:42$9$从集体主义到个人思想发展。和我写的体育电影论文好像
334$30128916$夺冠$千金难买爷乐意$2020-09-26 18:40:37$4$我妈坚信郎平本人给巩俐老师配了音。
335$30128916$夺冠$也可以清心$2020-09-25 22:01:52$10$或许期待值过高，总体叙事角度一般，剪辑也不在节奏，不过陈可辛还是气氛烘托的好手，时时挂泪。但总觉得不够好，毕竟这是太好的题材，爸爸妈妈甚至觉得不如八佰。前期80年代的女排精神呈现很棒，后期的现代女排内容太浅，很多值得深入的观点都是浅尝辄止，有点失望。
336$30128916$夺冠$芝麻糊糊大尾巴$2020-09-26 20:01:56$4$要是没有体育，得多发生多少战争。。。
337$30128916$夺冠$andybluea$2020-10-23 19:49:34$4$人物太扁平了，想要好看一定要暧昧，人性是复杂的，思潮是多变的，但电影并没有体现出来。唯一显示出陈可辛功力的是能将职业运动员演技调教的如此自然，让人意外。另外惠若琪的脸真的好小好美，镜头直夯也无所畏惧，不挑角度，让人惊艳。
338$30128916$夺冠$风间隼$2020-09-30 11:27:15$2$国民记忆的影像再现，是国产商业片的正途。大战日本女排的一幕唤醒儿时记忆，最为慷慨激昂。后两段从低谷到奋起，既是叙事策略，也是对时代主题从“民族大义”转变为“实现自我”的真实写照。吴刚的台词功底老到，白浪和中国女排里约夺冠队的姑娘们从外形到动作都有说服力，值得点赞。王菲和那英的片尾曲很好听。
339$30128916$夺冠$无脸男$2020-10-04 22:06:30$2$人就是一团有气泡的果冻，果冻是我们的实体，气泡是精神，而真正起决定作用的是那些气泡，也就我们所说的精神。这还不足以证明我们是高等生物的宠物吗？
340$30128916$夺冠$特种宾$2020-12-02 22:38:01$4$陈可辛稳得一批，我不信在电影院看的人会不紧张。但是割裂感严重，代际碰撞只停留在表面。只有“想赢”，而没有“教练，我想打篮球”。
341$30128916$夺冠$哈来来$2020-09-26 13:00:48$12$巩俐是真的牛，太传神了～整个不公不过吧，不太喜欢对陈忠和的描写……
342$30128916$夺冠$志大无胸$2020-09-25 22:53:07$2$电影还不错，但中国女排更精彩。
343$30128916$夺冠$狮子想来吃小猴$2020-09-25 21:33:18$5$进三步，退两步。完成规定动作，再夹带私货，断裂感是明显的，但好歹不走形，确实见得导演功力，能拿捏分寸。
344$30128916$夺冠$YOYO$2020-09-27 11:28:53$4$瑕不掩瑜
345$30128916$夺冠$周眠$2020-10-03 10:11:00$0$情怀加一星吧，前半段不错，后半段剪辑稀碎，升华不明。不断地想着《一代宗师》的拍法。这电影在竞技场面上还不如三四十年前的《排球女将》啊。。
346$30128916$夺冠$kylegun$2020-10-13 23:48:38$0$一个侧重民族荣誉之亡命，一个侧重自我实现之觉醒，两代女排的群戏都十分不错，运动员素人演员精神头很是加分；但电影本身政治包袱太大，关键的08年对决过于轻描淡写，巩俐的郎平和黄渤的陈忠和，这两角色无可奈何地拧巴奇怪，再多演技都救不回来
347$30128916$夺冠$Danny$2020-09-24 23:15:54$7$3.5/5 40年，3代女排，不同的时代精神和价值观才是《夺冠》的主角。这点是这部电影最难得之处，也是很少被国内院线上线的电影好好描述的角度。这几十年，可以从拿冠军上台就哭泣，感谢国家政府到开开心心上台领奖。运动员脸上的表情改变都侧面证明每代年轻运动员与年轻人的变化。而可惜之处在于，陈可辛作为香港导演，前半段对老女排以及国内社会环境的描写都缺乏一种根深的“共振”感。整体而言，导演控制力过强，太过明显地主导电影走向一种煽情的功能，以致于有些片段过于累赘和冗长，让本片整体结构臃肿和散化。剪辑上也是太过像TVC广告的处理方式，视觉上撩人，但易轻浮。本片结尾处又憋死观众情绪的处理。克制才能有余味，毕竟中国女排四十年的故事本身足够震撼了。（写于2020.1.21）
348$30128916$夺冠$Knight$2020-10-04 15:18:40$1$纪录片的感觉，年轻的郎平居然是郎平女儿白浪饰演，其他主要运动员角色也是本人出演，拍的蛮感人励志
349$30128916$夺冠$迎风追$2020-09-30 10:11:55$1$《夺冠》终于上映，创作者真难。老女排的精神和郎导锐意的改革在各自语境下都是可贵的。想起历史学者徐国琦在2008年出版的Olympic Dreams：China and Sports, 1895-2008的结语：“过分迷恋金牌的国家不是自信的国家。需用金牌去支撑民族主义感伤和政权合法性的政府不是自信的政府。不能从容优雅地接受竞技体育失败的国民不是沉着而有安全感的国民。”
350$30128916$夺冠$饮歌$2020-09-29 07:42:32$4$有点不知道怎么评价这部电影，也爱也不爱。郎平如果换成郎平自己来演会不会更好？毕竟女排的姑娘们演自己都演得不错啊，比想象中好太多了。
351$30128916$夺冠$迷宫中的站起来$2020-09-25 20:26:43$4$职业表演的煽情节点内嵌于在场感的场域之中，显得更可笑么？庞大的在场感场域，同《艳舞女郎》。1.0是时代的洪流，2.0是练习生综艺mix园子温，于是煽情段落全部成立，出戏转为入戏。近年最好的意识形态电影之一。
352$30128916$夺冠$豆友1831911$2020-11-28 21:45:55$2$片子一般，像看了三场比赛。感触的是借郎平说出的注脚：“为什么那么在乎输赢，因为我们内心还不够强大”，“过去的包袱，让我们这代人来背。”……如果只从单一的角度来看待我们同西方国家大相径庭的体育精神，那么相比后者的重在参与，我们所谓的“为了国家”就很容易引起不适，然而当你离开“自我”那么一小会，想一想他人，想一想小家大家国家，就能深感这种历史必然性有其存在的价值。新中国一路走来真的不容易，致敬，感恩。
353$30128916$夺冠$岛上的夏奈$2020-12-09 17:00:27$4$想看让陈忠和生气的那个版本，因为目前的版本前半部分完全不及格，剪辑混乱，几乎是碎片化在讲述郎平年轻时期，而且那一代女排不配留下姓名？
354$30128916$夺冠$Doublebitch$2020-09-23 12:53:39$7$面对总局布置的命题作业，陈可辛野心很大，他用中国女排四十年来的沉浮起落，描绘出中华民族一步步找回民族自信和尊严的复兴史，也书写了女排精神在不同时代所展现出的迥异风貌。极力推荐带着父母长辈一起去影院观看这部《夺冠》，然后听他们讲讲以前的故事，这可能是院线中为数不多的，他们会比你更有感触的影片。
355$30128916$夺冠$小跳$2021-02-18 14:19:54$5$准确说来 这应该叫纪实片 没有态度没有观点的单刀直入 平铺直叙，但作为记实片，故意隐去2003年世界杯 ，2004年奥运会的夺冠，算什么真实的中国女排 ？陈导没有看过04年的中俄大战吧，呵呵！ 冯坤时期的女排就不是女排了？没有好的二传手接应，没有好的副攻， 没有好的自由人，只靠主攻比赛就能赢？我去！以为冠军来的简单，电影中就是一言带过的事情。只能说陈可辛不懂排球，为什么要拍？？要拍可以，请不要带上这个大的中国女排的帽子，懂不懂还有女排队员叫做冯坤、周苏红、杨昊，不是只有朱婷是MVP主攻，作为年年都看女排比赛的球迷为她们感到不值！电影2星左右，这种不尊重事实和女排队员的举动，扣一星差评
356$30128916$夺冠$AHO小公主$2020-11-30 08:49:48$2$其实只值2星的，但是想到事实情况比电影艰苦也比电影热血很多，就要再加一颗。但是拍的真的不怎么好看。
357$30128916$夺冠$德小科$2021-01-03 08:21:00$5$戏外比戏内精彩，只有这个特定的环境里才能生出这样的畸胎，就好像文本和语境唱起了双簧——那些消失的姓名、努力遮掩不能露出的“you know who”，那句写在字幕最后的“本故事纯属虚构”，那几场淹没在蒙太奇里被一带而过的比赛，那么多被用力喊出来却根本没有嵌合进电影中的口号……这一切都令人叹为观止。女排有一千个可以拍好拍妙的故事视角，我们却看到了第一千零一个最匪夷所思的诡异造物。
358$30128916$夺冠$茶博士$2020-09-26 00:55:30$2$2020.09.25可能是怕老女排那些著名选手耳熟能详的故事的影响，老女排人物以号码带之，连名字都没有，这个不公平。一直在号召实事求是，可中国电影在害怕真实，搞笑的是本来真实的故事，片尾竟然打着“本片纯属虚构，请勿与现实的人物事件对号”这种挂羊头的事情---无语了。期待导演剪辑版或加长版原片蓝光DVD。
359$30128916$夺冠$一朵小红花🌸$2020-09-30 09:27:53$4$在电影院看了个体育频道的女排节目集锦，哦不对，还是不带人名解说的未完成版。
360$30128916$夺冠$老扎劲鹅$2020-09-25 21:33:46$7$有些感动的点但没有太震撼 看到了没想到过的运动员的视角和生活
361$30128916$夺冠$油漆未干$2020-09-26 23:06:43$4$感觉可以剪出一个更好的版本
362$30128916$夺冠$2666$2020-09-25 22:38:01$1$陈可辛节奏大师，巩俐真郎平！全场高燃。
363$30128916$夺冠$天上白云悠悠飘$2020-11-30 08:38:25$2$真的很普通。吴刚演得还可以，除此之外真的脸谱化，有些地方煽情过于生硬，或者说这个题材要拍好真的不容易。
364$30128916$夺冠$一壶好酒配热粥$2021-01-25 18:09:28$2$首先《夺冠》享受到的题材红利自然是女排精神所带来感动记忆，不过也正是于此受到的场外干扰直接导致电影刻意隐藏掉了关键人物姓名，所以观感上看更像是《郎平传》，而最终又因涉及太多人物，想要面面顾及，导致郎平多次选择的转变略为突兀。显然陈可辛这次没有一味去呈现女排夺冠的燃情岁月，而是通过三个不同时代背景抛出了时代变迁的宏大命题。从一开始国家落后必须通过体育证明自己，旧时代的女排精神就是拼搏奋斗、忘我牺牲，是为国而战。而如今国家已经强大，我们已经不需要一个冠军来证明自己，人们也不会像从前一样涌上街头狂欢，所以新时代的女排精神就跃迁成热爱排球，是为自己而战。《夺冠》至少在命题作文里注入了新的思考，从人到体育再到国家最后又回到人身上，让电影增添了不少思考维度。
365$30128916$夺冠$20个小明≯$2021-06-15 23:51:43$0$故事大于剧作，其实拍的一般，但很难不被剧情煽动……
366$30128916$夺冠$MilkC★WOO$2020-09-30 00:02:49$4$比我想象中的差也比我想象中的好。可以将片子分上下两个部分，五连冠时代和里约奥运时代，被省略的雅典奥运时代就在这两个部分的夹缝之中，像个忽闪忽现的幽灵一样。所以导致片子给人观感十分奇怪和错位，只能看看浮上来的体育竞技场面。名字的抹消有两种，一种是篡改和修正，使之不配拥有，过去和将来都变成真空；第二种是成为忌讳，提到就会碰到炸雷，表明权威。没有名字的五连冠时代和雅典奥运时代的女排队员、袁伟民、陈忠和，以及有重要戏码却在葬礼刻意被隐去的陈招娣，都不知道是何种原因的抹消名字。但是不难看出多方因素使得电影不仅仅是改片名的血案，就全是呓语，在此时的情况下，也不可能指望创作会达到什么程度。
367$30128916$夺冠$豆友175334642$2020-09-25 19:42:41$11$"以改革开放三十年来排球兴衰起伏为命题，探讨了时代变迁下集体主义光辉和个人成长追求的关系，我们和我的关系，难度很大，处理的很微妙，有感动， 有思考，事件与人闪闪发光。吴刚的外冷内热，巩俐的惟妙惟肖，人物塑造上有情有义；毛衣，喝咖啡，听国歌，扎实的细节设置，于细微处打动人心。无论前浪和后浪，每个时代拼搏奋起永不言弃的劲儿不会变，这就是女排精神！！

女排作为一种精神传承，对于中国影迷有着更为特殊的情感联系。而巩俐“基因级别”的神还原细腻地传递出了女排精神，连接了过去与现在，表达了女排精神的延续，让角色充满了神圣感，也让女排精神激起了观众强烈的民族自豪感，让观众不经意间泪盈于睫，动情又动心。
"
368$30128916$夺冠$祖贤$2020-09-27 21:37:18$3$作为体育电影叙事上零分，也根本比不上那些比赛本身好看，但很好哭——沾了女排本身的大光。白浪演得很好。女排是国人心中真正的信念所在吧，无论她们排名第几，你都相信她们还能拿第一☝️
369$30128916$夺冠$扎木$2020-10-09 02:09:31$1$年轻女排和陈忠和演的好，巩俐一如既往的演技好，有内心戏，黄渤就太普通了，艳啥都是那副样子，老好人没特点，对比下彭彭演的真的有血有肉。白浪演的郎平，活灵活现。
370$30128916$夺冠$叫虱$2020-09-26 14:37:38$10$"《夺冠》这部电影，从拍摄那一刻，我就根本没打算看。不是因为我不尊重中国女排，而是因为我认为，艺术就是艺术，比赛就是比赛。关于对越自卫反击战的电影《高山下的花环》，我看了好几遍，一次一次被中国军人感动。赛场和战场不一样，体育比赛能有多少跌宕起伏的情节？练球、打球、比赛......能提炼出多少艺术审美价值。

