$movie_id$movie_title$comment_user$comment_time$comment_vote$comment_text
0$26790961$闪光少女$哪吒男$2017-06-30 16:22:47$2378$二次元少女看了想入党
234$26790961$闪光少女$宋雯婷$2017-07-24 21:52:13$4$很当下 像网大 值得鼓励不值得吹捧 比3多到不了3.5 但有些笑点和燃点挺好 鲍鲸鲸的功劳
235$26790961$闪光少女$Mon$2017-10-08 09:11:31$2$大概热血的原因，是提醒大家正在弱化的中华文化底蕴，无论是历史还是乐器。人类的眼光看到的越来越多，新鲜的事物越来越多，却忘记可以用中华文化留下来的这些内容结合新鲜的事物从而发生其他更有趣的化学反应。
236$26790961$闪光少女$舒城（好运版）$2017-07-23 00:19:15$8$二次元文化在宅里面接受度很高，但在生活中还是会承受异样的眼光。我还是喜欢二次元，二次元的事情二次元解决，不扯到三次元是原则。这部剧出发点立意是好的，但是对二次元的表现上面还是太过浮夸，没有理解到位，二次元不是大乱炖，不是穿个cos就是二次元，二次元有他的美好 不希望被恶意解读。
237$26790961$闪光少女$朽木立夏警部殿$2017-07-02 16:45:01$10$我高中也是民乐特色学校，挺有共鸣。不光从形式上借鉴了日系二次元文化，在剧情上也是日系校园文化的演绎：不被关注的人群热血燃烧的青春。想到了《轻音》《海月姬》。作为商业电影已属走心，填补了青少年励志题材类型片的空白。配乐悦耳，想收ost
238$26790961$闪光少女$三石一声$2017-07-12 13:57:56$5$不抱期待来看，却完全被惊艳到。梁翘柏的配乐好听又容易理解，完全打破不同次元之间的壁垒；鲍鲸鲸的编剧能力依然扎实、言之有物又令人有情感共鸣。这是一部不靠卖弄情怀，完全用当下语言讲述青春的优秀青春电影。
239$26790961$闪光少女$蛋挞圆溜溜$2017-07-30 18:04:22$3$万万没想到，唢呐是必杀技！
240$26790961$闪光少女$null$2017-09-29 14:24:29$3$意外有趣的电影，二次元的乱入略萌。陈奕迅算是本色出演吧哈哈哈。
241$26790961$闪光少女$叉叉小箭猪$2017-08-09 19:29:28$1$虽然人物塑造和剧情都毕竟套路，但是把二次元和民乐这两个弱势话题绑在一起，确实是一个不错的命题论文。
242$26790961$闪光少女$皮蛋瘦肉粥$2017-07-15 16:17:52$14$这是一个宣扬青春和民乐的故事，二次元作为不被大众理解的元素拉来陪衬，单纯用cosplay来替代有些反感。电影很青春热血，喜欢一件事或者一直做一件事必然是有意义而伟大的，虽然路人长辈不会理解，但请给予尊重，尊重信仰。古筝对竖琴，二胡战凡尔令，扬琴和钢琴，相较下，唢呐却分外妖娆。
243$26790961$闪光少女$一棵白菜$2017-07-20 19:36:36$13$刚看完的时候在心里脑残地大喊我要给这电影打5星，冷静了一下还是4星吧。关于青春的情绪到位了，剧本剪辑镜头节奏气氛都不错，矛盾冲突应该是夸张了。以女主为代表的小撮演员演技略显僵硬，但是男主的表演几乎完爆内地所有青春片小鲜肉……真的，单纯又真诚，一部电影就被圈粉了
244$26790961$闪光少女$Mango$2017-06-27 11:45:13$6$民乐西洋乐的对比还是太简单粗暴，不过有陈奕迅啊，也还行
245$26790961$闪光少女$SoberUp$2017-10-28 13:03:29$2$作为校园鸡汤片完成度很高了 虽然借鉴了很多套路 类似《交响情人梦》和《我爱歌狂》 讨好了二次元和民风人群 但还算是有诚意的国产片呢 没有大爆比较可惜 另外年轻演员们还是演技比较青涩了 Eason闫妮耿乐客串挺惊喜
246$26790961$闪光少女$菊香肉丝$2017-07-23 12:50:10$4$"如果跟编剧导演一样夹带私心
我甚至可以给 闪光少女
今年第一个五星佳片
这才是内地缺的
真正的青春片
突破次元壁辣～～～"
247$26790961$闪光少女$過期罐頭$2017-09-24 14:13:52$1$我觉得是编剧的锅。
248$26790961$闪光少女$宅蘑菇Moku$2017-11-01 11:46:19$4$终于有个像样点的国产青春片了！有笑有泪才是青春啊！女主超可爱！！这片子的优点和缺点都很锋利，优点五星，缺点半星，综合三星。民乐的切入点本来很好的，为什么要硬扯上二次元？？蹭话题就多做些功课吧不要人设台词都尬到地心谢谢…可惜了（看的出导演对交响情人梦和不能说的秘密的借鉴，加油
249$26790961$闪光少女$PirateQ$2017-07-20 21:27:20$1$燃～
250$26790961$闪光少女$kakakarl$2017-07-16 21:09:52$5$3.5星。二次元，古风圈，民乐，中二青春气，最爱斗琴的朝气，台词很鲍鲸鲸，鲍鲸鲸教你怎么在学校利用简易设备做吃的！等萤火虫都可以告白了，但是因为不能早恋，暧昧的气氛反倒更好。
251$26790961$闪光少女$扬子澈$2017-07-16 16:08:46$10$超出意料的好质量青春片！推广民乐的好立意，二次元人群的燃之积极形象，少男少女干净的感情线，最重要是认真的造型装扮和乐器演奏和混音！我一个活在二点五次元的人反正感动到不行
252$26790961$闪光少女$鸡塔$2017-07-16 01:22:10$2$还是吃着青春热血的饭啊 SFM点映场深焦赠票
253$26790961$闪光少女$BWV-847$2017-07-15 23:41:57$3$这片子有三大原罪。 1抬高民乐就要贬低西洋乐？ 2夸张表现“二次元”流于表面。表面“为二次元正名”，实则以“动物园心理”吸引观众贩卖“二次元”标签。 3除了通过一个神经病男神来强加爱情的“阻力”以外，女主角追求梦想的困境不落地、不坐实且不“痛”。
254$26790961$闪光少女$boks$2017-09-24 23:19:19$0$蛮好,复习了一遍9981
255$26790961$闪光少女$一根曲木$2018-02-12 10:53:46$2$作为一个老宅，我觉得现在年轻人对二次元的理解是不是有偏差
256$26790961$闪光少女$陆小鸟$2017-07-19 02:23:21$14$中途数次想离场，故事、表演、台词实在无语，一个尴尬的古风宣讲会，二次元被黑的最惨一次。
257$26790961$闪光少女$给你我最亲爱的$2017-07-24 12:10:02$4$国乐燃爆了。剧情走向啥的三星四星左右，有的情节设计痕迹太重了，斗乐是全片燃点。让我见识了国乐啊，在b站搜到了墨韵的千本樱和权御天下，嗨。五星五星五星。
258$26790961$闪光少女$Obtson$2017-07-17 18:56:13$3$可能是影院的冷气太足了，其中两场戏竟然有种矢口史靖上身的感觉，看得我一激灵。
259$26790961$闪光少女$玉木大河$2017-07-25 22:26:53$3$老实讲，本来答应旭宝给五颗星的，但是为女主和西洋乐的那个小提琴女配颜值要减一颗星…全程都搞笑而且超燃！二次元不雷很温情！男主男配颜值都在线！简直是福利啊！
260$26790961$闪光少女$小鱼@蒲公英$2017-07-26 09:38:02$19$不一样的青春片
261$26790961$闪光少女$凹凸$2017-07-15 19:34:26$11$民乐版《摇摆少女》 日式青春片的成功移植 完全学到了矢口史靖作品的精髓 当年金马奖给鲍鲸鲸那座看起来很瞎的最佳剧本奖没白给 选角导演值得加鸡腿
262$26790961$闪光少女$Xaviera$2018-08-13 19:12:00$0$对二次元的标签化的不适感很大，但这个剧本和套路还有想法是值得鼓励的，给彭昱畅疯狂打call
263$26790961$闪光少女$桃花岛有腿弟子$2017-07-16 23:39:45$4$还挺惊喜的，虽然制作糙，但剧本跟鲍晶晶以往的随意不一样，能看到她在类型片框架下的努力，干干净净的青春片，又燃又好玩，非常知道年轻人想看什么。#鲍晶晶都能匠气起来，真的是爱情#这电影每一口都是狗粮#
264$26790961$闪光少女$判官$2017-07-26 14:54:31$2$有点尬。对于二次元群体的描绘有些肤浅，不过作为喜欢民乐的人来说真心挺燃的，鲍鲸鲸写这么傻白甜的本子跨度很大啊以及她写男角的功力和徐誉庭不相上下，应该和导演老公非常有爱了。
265$26790961$闪光少女$Lucifer$2017-09-23 00:11:30$0$难得，不像是青春片，满满的细节，颜值很高嘛
266$26790961$闪光少女$漓清$2017-07-09 17:29:50$15$"瑕不掩瑜！！！ 太难得了！！！ 
总有人做第一个吃螃蟹的人 
勇气可嘉啊！！！出乎意料的好 
男主小出惠介 女主nodame  
鼓励奖拿走不谢 
ps 竟然哭成狗"
267$26790961$闪光少女$浩子菌$2017-07-23 13:29:19$8$鲸鲸鲸编剧，失恋33天那个从豆瓣出来的少女。四星推荐吧，在国产青春片一片哀鸿遍野的惨烈堕胎抬头45°时代姐妹花的大环境之下，这算一股清流了。
268$26790961$闪光少女$德州没有巴黎$2017-10-13 00:57:55$3$赏心悦目，用多少溢美之词称赞它都不过分。难得的国产片能拍得如此富有朝气和激情，青春澎湃。中后段的民乐和西洋乐的斗法相当精彩，在故事性和观赏性方面也同样做得很棒，既好玩又好看，即便不是一个喜欢二次元和音乐系的学生也同样会被感染。虽然结构上有点小问题，但仍不失为一部光彩熠熠的作品。
269$26790961$闪光少女$jfflnzw$2017-07-13 11:46:46$25$快上映了，安利一发，真的很好看！虽然有的地方有点中二，但是这该死的爱国魂确实熊熊燃烧啊！！想当初我也是学的民乐，上了高中改学的单簧管，看完这个简直…心情复杂…
270$26790961$闪光少女$冰镇西瓜橘子水$2017-09-22 20:33:47$1$徐璐演的真是太浮夸了 这种花痴女的设定真是分分钟希望她狗带
271$26790961$闪光少女$杀死那朵花$2017-07-23 21:12:34$5$打五颗星是因为一个朋友觉得很快乐。而另一个朋友很悲伤。可能因为曾经想起自己以前缺失的勇气。愿我们都能勇敢选择生活中让我们快乐的事情，不管这一切在别人眼里有多可笑和没有意义。
272$26790961$闪光少女$半袖$2017-09-24 00:51:53$1$因为网上提前看过斗琴片段，所以看正片时第一个感动点挪到了编钟重见天日、古人的智慧和当代高中生同框时。如果此刻我正年少，可能会被燃起来。所以哪怕并不喜欢女主，或者演的还有很多刻意，也是放到了“留存”文件夹里，应该在国内青春片历史上留下一笔的。20170923
273$26790961$闪光少女$苏黎世的列车$2017-07-21 01:20:23$2$意外地好看。表演：可爱不做作；剧情：套路了些但是故事完整；音乐：全片最大的亮点；笑点：饮水机涮火锅，头发夹烤肉有待生活检验；整体气质：更适合90后和00后这样的妙龄少女看。
274$26790961$闪光少女$Ddong$2018-10-22 07:02:36$3$我们需要这种电影 但是文戏还是很硬
275$26790961$闪光少女$浅。$2017-10-05 07:40:41$1$像这样不堕胎不疼痛的青春，才是青春本来该有的样子吧。电影里民乐的短暂胜利，对比现实中民乐的日渐式微，还是有点让人唏嘘啊。男主角摘掉眼镜好像华晨宇啊，搞的我有点出戏…
276$26790961$闪光少女$康报虹$2017-07-18 21:46:17$11$无论是二次元的古风迷、coser还是三次元的迷茫少年，似乎总有一个是自己，我们也曾对与己不同的人投去异样的眼光，甚至于对抗、谩骂、欺凌。如何与不同的人相处才是影片最想告诉我们的，而开头的一见钟情不过是个幌子——青春又不是只有爱情才会闪光，小萤火虫所散发出的微小光芒更令人难忘。
277$26790961$闪光少女$连翘$2018-12-21 09:46:32$1$迄今为止看过的最好的国产青春片 没有之一
278$26790961$闪光少女$王写写$2017-10-15 00:17:50$2$开头一度觉得是烂片，不过后面发展的还不错。有几场好戏很加分，漫展演出，野蜂飞舞斗曲，以及开学典礼这几段完成度很高，就是都太短了。但另外有些部分很拧巴，观感极低。不知是不是要突出戏剧性，把不同乐种的矛盾和二次元编的太夸张极端了。
279$26790961$闪光少女$煮蓝$2017-07-30 22:24:32$2$真的是闪闪发亮的少女感，我嗷嗷哭！
280$26790961$闪光少女$浴佛$2017-08-06 22:42:01$1$乍看斗技那段的千指还以为是陈乔恩。编剧鲍鲸鲸讲故事的手段还是如此清新脱俗
281$26790961$闪光少女$hedgehog$2017-09-29 08:58:36$1$好看，编钟真是好听。女二有点许晴的样子，男一简直就是日系中学生，选角不错
282$26790961$闪光少女$图啦啦$2017-07-10 23:07:11$16$创作者就是该写自己相信的啊，，二次元场很棒
283$26790961$闪光少女$冷凝海$2017-07-21 00:58:52$2$两星半。因为真的非常喜欢小鲍，她的人生是我最羡慕的top5呀。于是想为这种理想生活付出些什么，电影上映第一天跑来支持小王和小鲍啦。看完怎么说呢，感觉没有受到小鲍的可爱学独家真传！还有很长的路要走哇。不管怎么说，喜欢小鲍！电影票就权当祝福小朋友茁壮成长啦务必务必哟，嘻嘻
284$26790961$闪光少女$影随茵动$2017-10-03 00:40:53$2$论掌握一门手艺的重要性以及二缺名字的毁灭性。依然很不喜欢徐璐，但是不能否认是一部好看的电影，很燃，很热血，很青春。
285$26790961$闪光少女$豆瓣路人己$2017-07-21 01:24:08$3$缺点非常明显，细数下来简直就是大烂片，剧作都非常不成熟。但是优点十足，能把漫画、音乐和青春片结合，这才是当下青春片该有的新纪元。
286$26790961$闪光少女$Sofie$2020-12-29 05:36:36$0$电影漩涡
287$26790961$闪光少女$悦小姐$2017-07-22 17:51:40$2$天呐闪光少女居然让我看哭了好几次！弹古筝的那段泛音让我想到我家的古筝琴弦上还有我为了弹准泛音而用红笔蓝笔标记的点。然后惊讶地想起我也参加过民乐队，演出也是穿中式的衣服！跟二次元结合的这个其实蛮好的！
288$26790961$闪光少女$juuno$2017-07-22 17:09:45$7$看了半小时 走了
289$26790961$闪光少女$天苍苍/豆瓣特色看不爽就骂装逼$2017-09-28 19:45:33$1$片子中的二次元真的非常不二次元，看得真是尬得不行，但是这片子中二的套路，走的是日式风格，但在国产青春片里真的是一股清流，一边直起鸡皮疙瘩，一边还是能会心一笑地看下去，况且民乐部分还是相当用心的，鼓励鼓励...最后片尾曲的MV，结合片子和周笔畅的演绎，居然看出了泪点
290$26790961$闪光少女$鬼腳七$2019-02-02 00:16:55$0$想法是好的，对于青春片来说也是一个好榜样。但是缺点也非常明显，极其幼稚直白的矛盾，符号化的人物，对于二次元和古风文化圈的肤浅了解，以及完全是为了剧情需要而刻意强化的对于民乐的偏见，都是硬伤。在音乐堂打call在各种意义上也算是奇观了。
291$26790961$闪光少女$李九弟Jody$2017-07-22 00:10:13$2$鲍鲸鲸的台词功底确实很好，但二元对立感太强。前面说得我都快睡着了，漫展之后好一点。观感上的尴尬很大程度上要怪导演，实在太青涩了。但是很真诚，华语青春片里少见的不做作不滥情不矫揉。
292$26790961$闪光少女$Cosine 万一$2017-07-20 23:55:02$4$结论是唢呐最厉害....！编钟帅！演奏的场景都燃哦男主角可爱 其他真的可能是对二次元有很大的误解 以及特别流于表面不走心......
293$26790961$闪光少女$郝小勺$2017-07-09 22:12:37$4$点子确实好，氛围也都造起来了，学校开大会老想起我的少女时代学生造反那段，台词也很闪亮。但人物刻画的太水了（不管是二次元还是男女主角），徐璐的表演有点浮于表面，咬牙切齿不是好方法。3.5
294$26790961$闪光少女$Sagittarius。$2017-07-25 19:03:58$4$二次元曲子也好古风曲子也好，能改编到这种程度都超级燃不会尬的。最后的小演唱会呀，虽然只是刮了几个和弦，看到电吉他+民乐团还是觉得超兴奋…突然对我国的音乐恋爱喜剧燃起希望…
295$26790961$闪光少女$思故渊$2017-07-26 19:22:04$4$热血！努力！青春！嗯，剧情还有不少别扭的地方，设定也略简单粗暴，但是青春就应该这样呀！
296$26790961$闪光少女$baobaodu$2017-07-16 16:34:55$2$又中二又燃的青春呐！漫展那段应援戏给满分。
297$26790961$闪光少女$承泽明$2017-07-12 12:45:39$2$2.5。竟然还不错，鲍鲸鲸的剧本扎实，台词有趣，最棒的是斗琴一段，Eason饰演的视察领导有模有样，“音乐怎么会互相干扰呢”。
298$26790961$闪光少女$Kirsten$2018-02-20 20:50:20$0$闪光远超弱点
299$26790961$闪光少女$水御龙神$2017-07-25 22:07:30$1$为二次元和故事多打一星，讲个顺当的故事不容易
300$26790961$闪光少女$安心$2018-04-06 17:44:26$5$二次元加进去好尬，不过千指大人好帅， 真的太燃了 青春该有的样子，公交车那段有点小震动
301$26790961$闪光少女$with$2017-07-22 13:17:10$7$被片名和海报拖累的片子，看得超开心，真青春应该就是这样啊，中二是因为自己想去拥护的东西和坚决，表演都超好看，陈叉叉简直贡献了近年最优秀的表演，加一星（这片子直接叫“震惊！音乐学院这样打群架！”应该更好吧）
302$26790961$闪光少女$影毒肥佬$2017-10-06 13:59:36$0$8.8/10
303$26790961$闪光少女$肖浑$2020-06-20 19:09:05$1$模仿到了日式青春片的一些皮毛，但人物塑造不及格，对民乐的展现只是口嗨和直给而缺乏情节上的层层推进。排练室那位爱唱歌的老头长得那么像老江还戴副大黑框眼镜是故意的吧。
304$26790961$闪光少女$喜悦之地$2017-07-22 16:23:35$3$近年来唯一一部有N刷欲望的国产片，近年来唯一有收藏原声欲望的国产片。不懂二次元、不混B站、不爱古风的人类完全不懂我为何会在看片途中热泪盈眶，不过漫展那次演出中挥着荧光棒乱叫的观众很多余，古风又不是摇滚，给我安静地听就好！PS表白千指大大和彭彭
305$26790961$闪光少女$LoVe$2017-11-20 11:56:51$0$日系风格
306$26790961$闪光少女$二月鸟语$2017-06-18 20:21:32$18$7.2/10，《闪光少女》算是意外的惊喜，鲍鲸鲸的剧本真不错，很容易砸掉的题材她居然玩出了花儿，徐璐会成为下个白百何么？在二次元和真人结合以及人物塑造上虽不如泰国的《电击少女》，但在国产片体系里算很棒了。#SIFF17/9
307$26790961$闪光少女$不懂相负$2017-08-02 20:34:50$1$立意很不错的，故事也挺青春的，但是过分夸张了些
308$26790961$闪光少女$子牙渔村$2018-05-17 18:16:33$3$想法很好，可能没表现出来预期的效果，已经很不错了。有想法并愿意去表现出来，值得鼓励。
309$26790961$闪光少女$瑾朵朵$2019-02-14 15:35:20$1$钢琴首席和小提琴首席都是气质型美人，特别搭配，赏心悦目
310$26790961$闪光少女$感人废物$2017-07-02 21:21:01$4$表白中阮妹子！！！
311$26790961$闪光少女$神豚$2018-06-02 13:51:32$0$挺不错的，主要是音乐好听。音阶猫萌萌哒~
312$26790961$闪光少女$董劼$2017-07-26 13:16:36$2$其实我是二次元
313$26790961$闪光少女$北七环环$2017-07-15 20:39:25$3$有几处确实被燃到，好可怕等口碑好了会被翻拍成电视剧……
314$26790961$闪光少女$秦子陵$2017-07-23 16:38:40$12$伪二次元，剧情平庸，演技浮夸，除了提到民乐有点意思外，不值一提，这种片还能顶上7分，枪手水军势大，一星平衡。
315$26790961$闪光少女$千与$2017-08-08 22:53:41$1$啊啊啊啊开心到想躲进电梯里唱歌！
316$26790961$闪光少女$火娃$2018-07-04 00:13:30$4$7/10。宅女这种奇怪化的身份认同呈现很多新鲜而有效的梗：在琴房用饮水机的储水槽吃火锅，天价手办，飘进宿舍的樱花被陈惊的走调破坏，B站弹屏炒热度和初音未来的全息影；走廊上隔着斗琴的铁门象征学校人为设置的功利门槛，屌丝主角逆袭看不起平民、被路人追捧的高颜值反派，都没有摆脱校园剧的俗套。
317$26790961$闪光少女$redhousepainter$2017-07-16 17:09:44$8$真的是全程尴尬，先是黑二次元，然后那个古风就是方文山当年玩得边角料，最后的民乐西乐之争就跟60年代印度三流sitar家翻玩light my fire一样让人无语。知乎上那么多高赞估计跟安乐出品有关。女主角跟我一个好朋友的学生时代容貌几乎一模一样，加一星。。。。
318$26790961$闪光少女$雪球君$2017-07-16 21:52:47$2$看的要原地爆炸，现在国产电影的工艺已经堕落得这么不堪了吗……演员尴尬 剪辑尴尬 配乐尴尬 还好看的是不要钱的首映礼……还我路费钱
319$26790961$闪光少女$windy$2019-12-29 21:18:22$1$国之重器——编钟，大规模杀伤性武器——唢呐0.0楼道里民乐VS西洋乐团战是最精彩的一段！可惜啊，西洋乐里没有萨克斯~千指大人真帅；油渣是舔狗代表；保卫科老科长就是扫地僧一样的隐藏大佬；电影前半部分很烂，后半部从漫展上的《权御天下》表演开始，终于步入正轨；台词太中二，年轻演员颜值虽高但演技太烂，尤其是那个钢琴师王文，看着很尬；最佳演员怕是得颁给小眼镜~多放点音乐不好吗？整这么多对白~为了凸显民乐的没落，强行把西洋乐立为“反派”；情节过于老套，从学校老师、家长不看好，女主表白失败，民乐队解散、到最后民乐人团结在一起，大礼堂里强行演奏来博得世人理解，为了励志而励志，为了剧情起伏而强行制造矛盾与低谷，实在太二！而且民乐和古风难道不是两种东西吗？！这片子类似于粉丝电影，喜欢音乐的会很喜欢，从电影的角度看，烂！
320$26790961$闪光少女$故城$2017-08-07 09:03:38$1$1、其实冲着鲍鲸鲸去的，结果发现剧本还是比较差的项目。2、这种少数派和主流的抗争的故事本该更燃些，而且还是两个少数派取了交集。3、豆瓣给国产片的厚爱和宽容显而易见了。
321$26790961$闪光少女$T.V.Zoe ி$2017-07-25 22:41:46$2$十分想给四星了 但实在是被这垃圾的光影质感给打败了  这也是“大人”们不喜欢二次元的原因之一:你们那都是小孩子玩意儿不值得认真   但整体真是可爱 清楚 有力 漫展那段rio燃
322$26790961$闪光少女$minhe$2017-07-30 17:03:49$1$好看！黑执事好像杨子珊啊？那个弹钢琴的手替能走点心嘛，这么胖的手…
323$26790961$闪光少女$应许$2017-07-22 23:13:07$1$对亚文化的一种注目礼，电影化的实践过于迷恋戏剧冲突导致了结构和主题上的机械感，这与青春的灵气是相悖的。不少细节不少台词相当惊艳，但是强扭的二元对立，试图以矛盾推进剧情沾染着俗气的底色。
324$26790961$闪光少女$leslie1991$2017-07-27 18:09:06$5$国产电影保护月的重灾区中脱颖而出的一部电影，虽然还是能够看出国产电影很多地方的不成熟，但是内容却因为融合了音乐，青春，二次元，偶像宅等年轻人喜欢的内容，让年轻观众特别有共鸣。走廊斗琴那场戏无论从拍摄手法，还是音乐性上来说都相当有意思。
325$26790961$闪光少女$Boy kill boy$2022-09-05 04:04:31$2$"1.5/10

编剧傻逼，情节矫揉造作。
人物角色傻逼，但是傻逼演员们演起来信手拈来，傻逼演傻逼就是很自然，可能是本色演出。

作为一部喜剧片，俏皮话很智障；
作为一部音乐题材电影，音乐很难听；
作为一部校园爱情电影，演员很磕碜。"
326$26790961$闪光少女$豆丁$2017-09-24 16:50:00$0$还可以
327$26790961$闪光少女$小翊$2017-07-14 13:42:01$12$中二怎么啦，脸谱化怎么啦，至少是一个大胆的尝试和突破，再不去保护和传承，请问民乐什么时候进博物馆？看到最后真的飙泪，从小学西洋乐的，我竟然完全可以get那种捍卫自己的音乐领域的中二行为。那些所谓的二次元过来喷这部电影给你们贴智障标签的，请你自己拍出一部能完美体现二次元精神的电影再说
328$26790961$闪光少女$乌鸦火堂$2017-07-22 17:58:54$69$不是最好，但却是最惊喜，今夏暑期一堆以燃为主题的电影，这部观感最佳，主要是开心。故事简单角色中二，但单纯的可爱，摇摆少女+扑水少年，民乐+二次元，转化为趣缘的坚持+次元壁的破除，虽然对元素的展示只是表象且极端，但却突出了不同人群的特殊性，青春洋溢少男少女，很有朝气
329$26790961$闪光少女$kino$2017-07-24 20:53:21$3$建议12岁以下（含心理年龄）非宅人士观看……
330$26790961$闪光少女$第七大陸$2017-08-10 19:08:44$1$借了一个音乐的壳，实际还是青春那点事，前半段不行，从漫展开始节奏可以起来了，演员很亲，立的住。关注民族乐和古风，西洋乐互掐，有点想当然。备胎男一帅的掉渣，（最后不是备胎啦）
331$26790961$闪光少女$CMGS$2017-09-22 18:13:15$1$毁在了片名和宣发……说实话以当时上映的节点来看，剧情完整音乐能听，这片肯定不止这么点票房。编剧还是猛啊……
332$26790961$闪光少女$t0psh1t$2017-06-30 17:57:02$4$演起戏来怯生生的妹子们一摸到乐器满脸自信眼睛都发光 剧情虽然夸张尴尬 看见国家对二次元的支持鼓励还挺开心的噗 
333$26790961$闪光少女$Matrix$2017-10-04 23:52:54$2$涉及到音乐演奏的片段都挺精彩，但将其串联起来的剧情片段情节都挺一般甚至失败，和《空天猎》犯一个毛病。现在的不少中国商业电影都这个问题，相当于做一道需要过油的菜，除了过油这个环节之外，做得都不怎么样。
334$26790961$闪光少女$到里斯本看海$2017-08-02 00:19:00$2$充分反映中国音乐现状的好电影。对民乐和西洋乐的关系挖掘不少，但人为倾向比较明显。片子讲的东西不止于青春，还有很多文化权力的问题。另外，是时候亮出我民乐粉丝的身份了，我最喜欢的民族乐器就是大鼓，所以力挺民打班的男主追上陈惊。饮水机吃火锅太牛了。
335$26790961$闪光少女$飞机飞过五月天$2017-07-31 21:50:46$1$不是的不是的，我们95后不是这样的！
336$26790961$闪光少女$十万毫升豆浆$2017-07-26 22:07:39$2$闫妮出现，夏树：哈哈哈哈，哈哈哈，哈哈哈哈哈哈哈哈值回票价！
337$26790961$闪光少女$李小庫$2017-10-29 00:19:18$0$剧本完成度之高 简直令人惊艳 三幕式结构贯穿始终 节奏掌握非常精妙 基本没有废话 也没有废铺陈 起承转合掌握简直教科书一般的精准 编剧非常能抓住每一个冲突点 由小冲突渐大变迁 每一段的‘合’的部分都很下功夫 直到最后大高潮来临之前 每一个节点的高潮和下一幕的冲突开启都做都浑然天成 契合度不错
338$26790961$闪光少女$王星眸$2017-11-05 18:45:56$1$"就知道是一个很棒的电影！果然没错！斗琴那一段简直要站起来鼓掌了！说出来总觉得鸡汤，但是没错啊拼搏过追逐过疯狂过的青春才有意思啊，现在看来，你们的十七岁简直棒呆了！而且电影竟然让民乐结合了二次元，古风cos漫展，有关部门看电影，这就是民乐的新方向啊！-闪光少女
"
339$26790961$闪光少女$touya$2018-05-31 13:32:40$0$真的是拍的很不错真正很青春的国产青春片，虽然有些地方还是太过于夸张，但是让人们看到了西洋乐民乐、二次元三次元之间的隔膜与和解，音乐绝对不分阶级。彭彭真让人喜欢，前途无量。
340$26790961$闪光少女$姓亚名蒙$2017-07-15 17:22:41$2$可观的尝试，在内地同类题材来说算创意不俗的。问题是民乐PK西洋乐的设定太找戏来做，处理得又很幼稚，部分角色过度脸谱化，二次元跟主题脱节沦为噱头，人物犯了“被剧情推着走”的毛病，整体仍不够成熟。好在燃是有的，起码比那些怀孕堕胎出国车祸的矫情玩意过瘾，至少让讨厌青春片的我不觉讨厌
341$26790961$闪光少女$翠喜小姐$2017-06-18 13:00:09$19$一部打破次元的电影，无论二三次元还是年龄次元。基本40分钟以后就是哭着笑笑着哭的神经病状态。民乐、动漫、二次元…对于30岁老阿姨很遥远的东西，依然激荡起无敌少女心。我家雨锶的第一部大银幕作品也看到了小朋友无限的可能。听着身边观众说：“咦这个齐头帘女生好漂亮啊。”内心漾起当妈的自豪
342$26790961$闪光少女$倉鼠$2017-07-20 22:19:35$2$对二次元的展现有点“贴标签”没太大问题，毕竟需要通过“标签”快速建立起观众对角色的认知。笑点设置自然不生硬，一些网络用语说出来也完全不讨人厌（证明以前的失败案例是错误的人说了错误的话），最重要的是非常元气，它不是青春的一种样本，是关于青春的理想。
343$26790961$闪光少女$舒农$2017-06-16 16:35:25$8$本子强，导演弱，缺一个最后的燃系爆点。但是能把二次元文化抓的这么准，还是很厉害。江老板眼光很毒。
344$26790961$闪光少女$杜扬Seatory$2017-08-02 21:06:33$5$赶在下线前去看了，真的很好看。女主完全就是鲸鲸本人吧！请到陈奕迅可以说是非常现实励志剧情了。
345$26790961$闪光少女$张苑希$2019-10-27 23:49:38$0$二次元Acg文化和传统古风民乐的新颖搭配，有青春有梦想，有热血有感动，非常能从中感受到日式青春里那些单纯美好无忧无虑的小情绪。西洋乐队与传统民乐集体battle的场面太有创意，唢呐一出，《野蜂飞舞》立马被带偏《百鸟朝凤》，可见主创团队相当用心了。徐璐表现中规中矩，两个lo风妹子和千指大人倒是令人眼前一亮，彭彭真的标准鲜肉款啊。
346$26790961$闪光少女$当桑$2017-06-23 18:53:37$6$除了名字，全片好棒，虽有瑕疵，瑕不掩瑜。
347$26790961$闪光少女$野生的格子菌$2017-07-22 23:19:15$1$感谢关注民乐 但还是有点尬的……麻烦把贴在大街小巷的带假发的那张海报换一换吧…看那张海报误会太深了……以及 这部电影是对wota艺的公开处刑了（微笑
348$26790961$闪光少女$Luffyjun$2017-07-24 20:20:20$4$多加一星，挺一下民乐吧～【几年前去武汉的时候，在博物馆听了一场编钟演奏会(很短，貌似大约15分钟左右)，但是，当时感动得泪流满面。。不知是因外面的大雨。。听完一直走一直哭。那时的我已不是中二的年纪，但依然想努力爱，认真活。。
349$26790961$闪光少女$小游魂$2019-07-14 09:36:00$1$青春啊。少年啊。
350$26790961$闪光少女$梦野千秋$2017-08-08 19:53:45$1$With菱河。第一次在赣州约片。虽然情节较弱，但胜在够燃够青春，各种二次元元素的使用也还算合贴。wota艺的表现居然很地道，可以说是全片最惊喜处，这点真的挺难得的。
